"EID","TYPECODE","DJDATE","IFHOME"
"s420045","3038387","2013-10","1"
"s316363","3095859","2013-11","1"
"s316363","5685454","2015-08","1"
"s316363","4376128","2014-07","1"
"s316363","5764783","2015-08","1"
"s316363","4776545","2014-11","1"
"s316363","5499140","2015-07","1"
"s316363","5262853","2015-05","1"
"s316363","4746385","2014-11","1"
"s316363","5764755","2015-08","1"
"s316363","5435348","2015-06","1"
"s316363","5629896","2015-07","1"
"s316363","5194700","2015-04","1"
"s316363","5269354","2015-05","1"
"s316363","4001137","2014-01","1"
"s316363","3119562","2013-11","1"
"s316363","5749758","2015-08","1"
"s316363","5127508","2015-03","1"
"s345512","3058441","2013-10","1"
"s345512","4857823","2014-12","0"
"s345512","3058411","2013-10","1"
"s345512","2976201","2013-09","1"
"s345512","3001753","2013-09","1"
"s345512","3238237","2013-12","1"
"s345512","4843571","2014-12","1"
"s345512","5745263","2015-08","1"
"s345512","4547353","2014-09","1"
"s345512","4686185","2014-10","1"
"s345512","4233463","2014-06","1"
"s345512","4411479","2014-08","1"
"s345512","4367063","2014-07","1"
"s345512","5769231","2015-08","1"
"s345512","4196810","2014-05","1"
"s345512","4505816","2014-09","1"
"s521939","4057593","2014-03","0"
"s522214","4316390","2014-07","1"
"s522214","5383279","2015-06","0"
"s366525","4244882","2014-06","0"
"s256792","3163334","2013-11","1"
"s256792","3228011","2013-12","1"
"s256792","3217607","2013-12","0"
"s256792","3171031","2013-11","1"
"s256792","5164858","2015-04","0"
"s256792","4267647","2014-06","1"
"s256792","5222783","2015-04","1"
"s256792","4438689","2014-08","0"
"s256792","5141441","2015-03","1"
"s256792","4847054","2014-12","1"
"s256792","5641972","2015-07","0"
"s256792","4308791","2014-07","1"
"s256792","5432043","2015-06","1"
"s256792","4385567","2014-07","1"
"s256792","5196854","2015-04","1"
"s256792","3994909","2014-01","1"
"s256792","4210956","2014-05","1"
"s256792","5295291","2015-05","1"
"s256792","4810345","2014-12","1"
"s256792","3017020","2013-09","1"
"s256792","3114898","2013-11","1"
"s256792","4126158","2014-04","1"
"s173221","3232295","2013-12","1"
"s173221","5669930","2015-08","1"
"s173221","4793149","2014-12","1"
"s173221","4676780","2014-10","1"
"s32129","3077259","2013-10","0"
"s32129","3182863","2013-12","1"
"s32129","3086200","2013-10","0"
"s32129","2980358","2013-09","1"
"s32129","3075531","2013-10","1"
"s32129","4106691","2014-04","1"
"s32129","4131820","2014-04","1"
"s32129","4308647","2014-07","1"
"s32129","4104437","2014-04","1"
"s32129","4502144","2014-09","1"
"s32129","4396276","2014-07","1"
"s32129","4261411","2014-06","1"
"s32129","4205605","2014-04","1"
"s32129","4468867","2014-08","1"
"s32129","4649030","2014-10","1"
"s32129","4406476","2014-07","1"
"s32129","3965474","2014-01","1"
"s32129","4204917","2014-05","1"
"s32129","4279158","2014-06","1"
"s32129","4465807","2014-08","1"
"s32129","4345630","2014-07","1"
"s32129","4462165","2014-08","1"
"s32129","4205197","2014-05","1"
"s32129","4358332","2014-07","1"
"s32129","5438098","2015-06","1"
"s32129","4198513","2014-05","1"
"s32129","4029788","2014-02","1"
"s32129","4504282","2014-09","1"
"s32129","4366896","2014-07","1"
"s32129","4210985","2014-05","1"
"s32129","4239590","2014-06","1"
"s32129","4478626","2014-08","1"
"s32129","4674297","2014-10","1"
"s32129","4154165","2014-05","1"
"s32129","4202750","2014-05","1"
"s32129","5014698","2015-02","1"
"s32129","4340735","2014-07","1"
"s32129","4199302","2014-05","1"
"s32129","4210436","2014-05","1"
"s32129","4364835","2014-07","1"
"s32129","4364836","2014-07","1"
"s32129","4205530","2014-04","1"
"s32129","4303121","2014-07","1"
"s32129","4382577","2014-07","1"
"s32129","4198721","2014-05","1"
"s32129","4247868","2014-06","1"
"s32129","4364974","2014-07","1"
"s32129","4699695","2014-11","1"
"s32129","4199581","2014-05","1"
"s32129","4461923","2014-08","1"
"s32129","4198755","2014-05","1"
"s32129","4508544","2014-09","1"
"s32129","4461913","2014-08","1"
"s32129","4199539","2014-05","1"
"s32129","4443122","2014-08","1"
"s32129","4399509","2014-07","1"
"s32129","4248836","2014-06","1"
"s32129","4356014","2014-07","1"
"s32129","4768980","2014-11","1"
"s32129","4754240","2014-11","1"
"s32129","4198892","2014-05","1"
"s32129","5511072","2015-07","1"
"s32129","4303020","2014-07","1"
"s32129","4893631","2014-12","1"
"s32129","4210710","2014-05","1"
"s32129","4032630","2014-02","1"
"s32129","4210970","2014-05","1"
"s32129","5111881","2015-03","1"
"s32129","4205599","2014-04","1"
"s32129","4428980","2014-08","1"
"s32129","4197197","2014-05","1"
"s32129","4615034","2014-10","1"
"s32129","4106380","2014-04","1"
"s32129","3239496","2013-12","1"
"s32129","4126322","2014-04","1"
"s32129","4198154","2014-05","1"
"s32129","4387172","2014-07","1"
"s32129","4345378","2014-07","1"
"s494537","3162290","2013-11","0"
"s494537","3239869","2013-12","0"
"s494537","4874658","2014-12","0"
"s494537","3080866","2013-10","0"
"s494537","4847450","2014-12","0"
"s494537","3239870","2013-12","0"
"s494537","5274717","2015-05","0"
"s494537","4078405","2014-04","0"
"s494537","5474648","2015-06","0"
"s494537","4176724","2014-05","0"
"s494537","4339858","2014-07","0"
"s494537","4884378","2014-12","0"
"s494537","4927591","2015-01","0"
"s494537","4184648","2014-05","0"
"s494537","3984133","2014-01","0"
"s494537","4289172","2014-06","0"
"s494537","4132941","2014-04","0"
"s494537","4730286","2014-11","1"
"s517992","3185777","2013-12","0"
"s517992","3176259","2013-12","0"
"s149062","3198018","2013-12","1"
"s149062","4461048","2014-08","1"
"s149062","3195243","2013-12","1"
"s149062","5198154","2015-04","1"
"s149062","4656988","2014-10","1"
"s149062","4461049","2014-08","1"
"s149062","5584401","2015-07","1"
"s149062","4700279","2014-11","1"
"s149062","4751945","2014-11","1"
"s149062","5501774","2015-07","1"
"s149062","5307414","2015-05","1"
"s149062","5387864","2015-06","1"
"s149062","4846896","2014-12","1"
"s149062","5501788","2015-07","1"
"s149062","5436014","2015-06","1"
"s333740","5001703","2015-02","0"
"s333740","5590927","2015-07","0"
"s26330","5658717","2015-08","1"
"s105180","4791423","2014-12","1"
"s106662","4237277","2014-06","1"
"s480252","3209453","2013-12","1"
"s305223","4324149","2014-07","0"
"s50361","4252499","2014-06","1"
"s125349","5694456","2015-08","1"
"s125349","4941587","2015-01","1"
"s331815","4191604","2014-05","1"
"s234588","3173713","2013-12","0"
"s14845","3966109","2014-01","1"
"s14845","5771080","2015-08","1"
"s461387","4898646","2015-01","0"
"s461387","4887518","2014-12","0"
"s147927","5757117","2015-08","0"
"s147927","4013644","2014-02","0"
"s147927","4561662","2014-09","1"
"s147927","5171537","2015-04","0"
"s147927","4240645","2014-06","0"
"s147927","4325546","2014-07","0"
"s147927","4496653","2014-08","0"
"s147927","4253393","2014-06","0"
"s352111","4537801","2014-09","1"
"s352111","4784220","2014-11","1"
"s352111","4111735","2014-04","1"
"s213274","4747096","2014-11","1"
"s213274","4769163","2014-11","0"
"s213274","4756751","2014-11","1"
"s213274","4563439","2014-09","1"
"s213274","5521343","2015-07","1"
"s213274","5597617","2015-07","1"
"s213274","5432896","2015-06","0"
"s213274","5349612","2015-05","1"
"s213274","4624760","2014-10","1"
"s213274","5621211","2015-07","0"
"s213274","4339434","2014-07","1"
"s189072","2981884","2013-09","1"
"s189072","3218227","2013-12","0"
"s189072","4495608","2014-08","1"
"s189072","5356662","2015-05","0"
"s189072","5029161","2015-02","0"
"s189072","4828706","2014-12","1"
"s189072","5532614","2015-07","1"
"s189072","4635923","2014-10","0"
"s189072","4942955","2015-01","0"
"s189072","3985645","2014-01","1"
"s189072","4085775","2014-04","1"
"s189072","5789271","2015-08","1"
"s189072","5268713","2015-05","0"
"s189072","3011197","2013-09","0"
"s189072","5181532","2015-04","1"
"s38176","5684894","2015-08","0"
"s38176","5775900","2015-08","0"
"s58818","4626802","2014-10","0"
"s58818","4757675","2014-11","0"
"s58818","4881047","2014-12","0"
"s58818","4394131","2014-07","0"
"s58818","5651188","2015-08","1"
"s58818","5223130","2015-04","0"
"s404231","4154597","2014-05","1"
"s404231","5367817","2015-06","1"
"s237260","2974736","2013-09","1"
"s237260","5672096","2015-08","0"
"s237260","4423972","2014-08","1"
"s446774","3175628","2013-12","0"
"s446774","2983803","2013-09","0"
"s446774","3175599","2013-12","0"
"s446774","2972845","2013-09","0"
"s446774","4857419","2014-12","0"
"s446774","4103837","2014-04","0"
"s446774","4891442","2014-12","0"
"s446774","4836550","2014-12","0"
"s446774","4070024","2014-03","0"
"s446774","4351216","2014-07","0"
"s275379","4103575","2014-04","1"
"s203231","5485250","2015-06","1"
"s203231","3201829","2013-12","0"
"s203231","3071866","2013-10","0"
"s203231","4221929","2014-06","1"
"s203231","4372720","2014-07","0"
"s203231","4637000","2014-10","0"
"s293816","3015608","2013-09","1"
"s293816","3008347","2013-09","0"
"s293816","4174607","2014-05","1"
"s165264","3229842","2013-12","1"
"s165264","4895002","2014-12","1"
"s84329","4929398","2015-01","1"
"s246875","4311193","2014-07","1"
"s246875","5675532","2015-08","1"
"s246875","5585796","2015-07","1"
"s246875","4493844","2014-08","1"
"s246875","4443541","2014-08","0"
"s246875","5596731","2015-07","1"
"s246875","5087420","2015-03","1"
"s246875","5677976","2015-08","1"
"s246875","4870542","2014-12","1"
"s246875","4776345","2014-11","1"
"s246875","4963846","2015-01","1"
"s246875","5588719","2015-07","1"
"s246875","4408033","2014-07","1"
"s93711","3181348","2013-12","1"
"s281034","4663706","2014-10","0"
"s281034","5428731","2015-06","0"
"s293125","5490509","2015-06","1"
"s286800","4136355","2014-04","1"
"s476622","3183709","2013-12","0"
"s476622","3179032","2013-12","1"
"s476622","3221319","2013-12","1"
"s476622","3160924","2013-11","1"
"s476622","5241129","2015-04","1"
"s476622","4652712","2014-10","1"
"s476622","4497973","2014-08","1"
"s476622","4285067","2014-06","1"
"s476622","4264523","2014-06","1"
"s476622","5234812","2015-04","1"
"s476622","4268949","2014-06","1"
"s476622","4590331","2014-09","1"
"s476622","4796601","2014-12","1"
"s476622","4028186","2014-02","1"
"s476622","5391910","2015-06","1"
"s476622","4935068","2015-01","1"
"s476622","4793056","2014-12","1"
"s476622","4099001","2014-04","1"
"s476622","4407345","2014-07","1"
"s476622","4367372","2014-07","1"
"s476622","4636988","2014-10","1"
"s55134","4100241","2014-04","0"
"s72316","5080998","2015-03","1"
"s446935","3001904","2013-09","1"
"s446935","3030415","2013-09","1"
"s446935","3012249","2013-09","1"
"s446935","5527951","2015-07","1"
"s446935","5262358","2015-05","1"
"s446935","5314930","2015-05","1"
"s212280","5730022","2015-08","0"
"s212280","4523669","2014-09","1"
"s153782","4603256","2014-10","1"
"s113216","5467867","2015-06","1"
"s113216","4729746","2014-11","1"
"s92732","4185009","2014-05","1"
"s92732","4476130","2014-08","1"
"s92732","4471945","2014-08","1"
"s92732","5364901","2015-06","1"
"s92732","4476138","2014-08","1"
"s518080","3054227","2013-10","1"
"s518080","2986139","2013-09","1"
"s518080","3124259","2013-11","1"
"s518080","3052509","2013-10","1"
"s518080","3052342","2013-10","1"
"s518080","3085872","2013-10","1"
"s518080","2974156","2013-09","1"
"s518080","3120732","2013-11","1"
"s518080","2997705","2013-09","1"
"s518080","3164271","2013-11","1"
"s518080","3001526","2013-09","1"
"s518080","3039956","2013-10","1"
"s518080","3060006","2013-10","1"
"s518080","3031172","2013-09","1"
"s518080","2971377","2013-09","1"
"s518080","3163582","2013-11","1"
"s518080","3219742","2013-12","1"
"s518080","2995773","2013-09","1"
"s518080","3012448","2013-09","1"
"s518080","3037155","2013-10","1"
"s518080","3037518","2013-10","1"
"s518080","3054537","2013-10","1"
"s518080","3044107","2013-10","1"
"s518080","3049410","2013-10","1"
"s518080","3072229","2013-10","1"
"s518080","4348165","2014-07","1"
"s518080","5002681","2015-02","1"
"s518080","4030281","2014-02","1"
"s518080","4194388","2014-05","1"
"s518080","4309376","2014-07","1"
"s518080","4006368","2014-01","1"
"s518080","4751814","2014-11","1"
"s518080","4239736","2014-06","1"
"s518080","4309495","2014-07","1"
"s518080","4964958","2015-01","1"
"s518080","2980211","2013-09","1"
"s518080","4391753","2014-07","1"
"s208053","3027674","2013-09","0"
"s208053","3027404","2013-09","0"
"s481068","4757790","2014-11","0"
"s49225","4822054","2014-12","1"
"s170525","4339293","2014-07","1"
"s452069","4857054","2014-12","0"
"s452069","5027481","2015-02","0"
"s452069","3185845","2013-12","1"
"s452069","5602520","2015-07","0"
"s452069","3234927","2013-12","0"
"s452069","3218991","2013-12","1"
"s452069","3198278","2013-12","1"
"s452069","5501161","2015-07","0"
"s452069","4111109","2014-04","0"
"s452069","5476684","2015-06","1"
"s452069","4736720","2014-11","1"
"s452069","5662966","2015-08","0"
"s452069","4128817","2014-04","1"
"s452069","5767758","2015-08","1"
"s452069","4416872","2014-08","1"
"s452069","4092697","2014-04","1"
"s452069","4228189","2014-06","0"
"s452069","5074482","2015-03","0"
"s452069","4612375","2014-10","1"
"s452069","4708912","2014-11","0"
"s452069","4146106","2014-05","0"
"s452069","4785141","2014-11","1"
"s452069","4093482","2014-04","0"
"s452069","5198611","2015-04","0"
"s452069","4765334","2014-11","1"
"s452069","5043402","2015-03","1"
"s452069","5703375","2015-08","1"
"s452069","4844843","2014-12","0"
"s452069","5749603","2015-08","1"
"s452069","4027885","2014-02","0"
"s452069","5269417","2015-05","1"
"s452069","4585236","2014-09","1"
"s452069","5198687","2015-04","0"
"s452069","4865158","2014-12","0"
"s452069","4088457","2014-04","0"
"s452069","5191489","2015-04","1"
"s452069","4538105","2014-09","0"
"s186683","4785913","2014-11","1"
"s275237","4412480","2014-08","1"
"s275237","4915861","2015-01","1"
"s336142","5126060","2015-03","0"
"s336142","4879691","2014-12","0"
"s300081","4852812","2014-12","1"
"s312555","3183338","2013-12","1"
"s312555","3061906","2013-10","1"
"s312555","3052761","2013-10","1"
"s312555","3082223","2013-10","1"
"s312555","3140090","2013-11","1"
"s312555","3168313","2013-11","1"
"s312555","5671074","2015-08","1"
"s312555","4380301","2014-07","1"
"s312555","5319579","2015-05","1"
"s312555","5185271","2015-04","1"
"s82639","4026019","2014-02","1"
"s388415","3986434","2014-01","1"
"s485747","4457327","2014-08","0"
"s49826","4588726","2014-09","1"
"s82447","3037102","2013-10","1"
"s82447","3043899","2013-10","1"
"s82447","3066098","2013-10","1"
"s82447","3209537","2013-12","1"
"s82447","3175821","2013-12","1"
"s82447","3183093","2013-12","1"
"s82447","3003787","2013-09","1"
"s82447","3234640","2013-12","1"
"s82447","2980216","2013-09","1"
"s82447","3133172","2013-11","1"
"s82447","3168096","2013-11","1"
"s82447","3183318","2013-12","1"
"s82447","3024601","2013-09","1"
"s82447","3108797","2013-11","1"
"s82447","4596457","2014-09","1"
"s82447","4593991","2014-09","1"
"s82447","4237138","2014-06","1"
"s82447","4345385","2014-07","1"
"s82447","3085553","2013-10","1"
"s82447","3024601","2013-09","1"
"s82447","3003787","2013-09","1"
"s82447","3085553","2013-10","1"
"s82447","3133172","2013-11","1"
"s82447","3168096","2013-11","1"
"s82447","3183318","2013-12","1"
"s82447","3234640","2013-12","1"
"s82447","3209537","2013-12","1"
"s82447","3037102","2013-10","1"
"s82447","3175821","2013-12","1"
"s82447","3183093","2013-12","1"
"s82447","3066098","2013-10","1"
"s82447","2980216","2013-09","1"
"s82447","3108797","2013-11","1"
"s82447","4596457","2014-09","1"
"s82447","4345385","2014-07","1"
"s82447","4237138","2014-06","1"
"s82447","4593991","2014-09","1"
"s82447","3043899","2013-10","1"
"s82447","5370812","2015-06","1"
"s82447","4931797","2015-01","1"
"s82447","5574785","2015-07","1"
"s82447","5643753","2015-07","1"
"s82447","5314748","2015-05","1"
"s82447","5242516","2015-04","1"
"s82447","5599153","2015-07","1"
"s82447","4862073","2014-12","1"
"s82447","4944947","2015-01","1"
"s82447","4798914","2014-12","1"
"s417773","4247600","2014-06","1"
"s214319","4923895","2015-01","1"
"s500839","4970207","2015-01","1"
"s500839","5684780","2015-08","1"
"s338968","4485170","2014-08","0"
"s338968","4827711","2014-12","1"
"s437518","4553887","2014-09","1"
"s437518","4534945","2014-09","1"
"s437518","4261065","2014-06","1"
"s437518","4462121","2014-08","1"
"s437518","5380457","2015-06","1"
"s437518","4799623","2014-12","1"
"s437518","4751426","2014-11","1"
"s182146","5001592","2015-02","1"
"s182146","5001592","2015-02","1"
"s410919","4418939","2014-08","0"
"s363156","4627081","2014-10","1"
"s462149","2989667","2013-09","1"
"s462149","4644377","2014-10","1"
"s462149","4860155","2014-12","1"
"s65062","2976138","2013-09","0"
"s65062","4198473","2014-05","1"
"s65062","4104412","2014-04","1"
"s65062","4155091","2014-05","0"
"s65062","4135936","2014-04","1"
"s65062","4416051","2014-08","0"
"s65062","4494029","2014-08","0"
"s65062","4186990","2014-05","0"
"s65062","4494027","2014-08","0"
"s65062","4677202","2014-10","1"
"s65062","4123011","2014-04","1"
"s65062","5767482","2015-08","1"
"s65062","4367324","2014-07","0"
"s65062","4454791","2014-08","1"
"s475276","5155471","2015-04","0"
"s475276","5155471","2015-04","0"
"s144681","3186363","2013-12","1"
"s144681","3213270","2013-12","0"
"s144681","4338720","2014-07","0"
"s144681","5781002","2015-08","1"
"s144681","5003538","2015-02","0"
"s144681","4478837","2014-08","0"
"s144681","5786515","2015-08","0"
"s144681","4911689","2015-01","0"
"s435053","3156707","2013-11","1"
"s225718","4896325","2014-12","0"
"s446111","3007896","2013-09","1"
"s183082","3013517","2013-09","1"
"s183082","3055756","2013-10","1"
"s183082","3048089","2013-10","1"
"s183082","3049003","2013-10","1"
"s183082","4620972","2014-10","1"
"s183082","3977808","2014-01","1"
"s183082","4111510","2014-04","1"
"s183082","5749891","2015-08","1"
"s183082","4546551","2014-09","1"
"s183082","4157338","2014-05","1"
"s183082","4412929","2014-08","1"
"s183082","4647214","2014-10","1"
"s183082","4135238","2014-04","1"
"s183082","5582241","2015-07","1"
"s183082","4175653","2014-05","1"
"s183082","4404055","2014-07","1"
"s183082","5607359","2015-07","1"
"s183082","5651069","2015-08","1"
"s183082","4270473","2014-06","1"
"s183082","5397785","2015-06","1"
"s183082","5589924","2015-07","1"
"s183082","4684323","2014-10","1"
"s183082","4159794","2014-05","1"
"s183082","4690462","2014-11","1"
"s183082","4211426","2014-05","1"
"s183082","4187484","2014-05","1"
"s183082","4354524","2014-07","1"
"s183082","5427540","2015-06","1"
"s183082","4090298","2014-04","1"
"s183082","4382757","2014-07","1"
"s183082","4119857","2014-04","1"
"s183082","4157339","2014-05","1"
"s183082","5652181","2015-08","1"
"s183082","5583415","2015-07","1"
"s183082","5298164","2015-05","1"
"s183082","4202985","2014-05","1"
"s183082","5721061","2015-08","1"
"s183082","5388115","2015-06","1"
"s183082","4455209","2014-08","1"
"s183082","5736878","2015-08","1"
"s215469","4783451","2014-11","1"
"s189437","4479640","2014-08","1"
"s429850","4576580","2014-09","1"
"s300082","3184727","2013-12","0"
"s300082","4757547","2014-11","0"
"s300082","5528100","2015-07","0"
"s300082","4584346","2014-09","0"
"s192135","3998769","2014-01","1"
"s497273","3014665","2013-09","1"
"s430635","4929398","2015-01","1"
"s520432","5662587","2015-08","0"
"s341249","3052358","2013-10","1"
"s341249","3024010","2013-09","0"
"s341249","3190628","2013-12","1"
"s341249","3070829","2013-10","1"
"s341249","3077764","2013-10","1"
"s341249","4014134","2014-02","1"
"s341249","5481834","2015-06","1"
"s341249","4244966","2014-06","1"
"s341249","5744564","2015-08","1"
"s341249","4563699","2014-09","1"
"s341249","3076379","2013-10","1"
"s341249","4812270","2014-12","1"
"s341249","4586290","2014-09","1"
"s341249","4015640","2014-02","1"
"s206363","4419849","2014-08","1"
"s206363","4734110","2014-11","1"
"s206363","5604770","2015-07","0"
"s206363","5523233","2015-07","0"
"s206363","4273994","2014-06","1"
"s222948","5037397","2015-03","0"
"s222948","5089206","2015-03","0"
"s101586","4470810","2014-08","1"
"s40095","3106748","2013-11","0"
"s40095","3105631","2013-11","0"
"s409425","4181029","2014-05","0"
"s199236","5686461","2015-08","1"
"s178889","4585675","2014-09","1"
"s416506","3197284","2013-12","1"
"s416506","3066190","2013-10","1"
"s416506","3066158","2013-10","1"
"s416506","4385569","2014-07","1"
"s416506","5584756","2015-07","1"
"s416506","5516471","2015-07","1"
"s416506","4866447","2014-12","1"
"s416506","4397026","2014-07","1"
"s416506","4827347","2014-12","1"
"s93359","5270651","2015-05","0"
"s294214","5733266","2015-08","0"
"s326083","3061995","2013-10","0"
"s326083","3061888","2013-10","0"
"s486884","5462581","2015-06","0"
"s486884","5491800","2015-06","0"
"s486884","5198161","2015-04","0"
"s486884","5576800","2015-07","0"
"s486884","5458410","2015-06","0"
"s486884","5758591","2015-08","1"
"s486884","4933301","2015-01","0"
"s486884","5604350","2015-07","0"
"s486884","5730661","2015-08","0"
"s486884","5218776","2015-04","0"
"s486884","5705205","2015-08","0"
"s308370","4851909","2014-12","0"
"s390355","4755623","2014-11","0"
"s78885","3011566","2013-09","1"
"s78885","3005346","2013-09","1"
"s100682","4780980","2014-11","0"
"s100682","4821383","2014-12","0"
"s100682","5015756","2015-02","0"
"s100682","4781100","2014-11","0"
"s100682","4781197","2014-11","0"
"s100682","4393506","2014-07","0"
"s100682","4821444","2014-12","0"
"s100682","4635937","2014-10","0"
"s100682","4781176","2014-11","0"
"s68974","4774628","2014-11","1"
"s236445","5372319","2015-06","1"
"s135420","4178711","2014-05","0"
"s135420","4104823","2014-04","1"
"s401077","5066037","2015-03","0"
"s401077","5109425","2015-03","0"
"s507547","5729870","2015-08","1"
"s507547","5595329","2015-07","1"
"s507547","5317246","2015-05","1"
"s507547","4194403","2014-05","1"
"s507547","4210520","2014-05","1"
"s507547","4085272","2014-04","1"
"s507547","5225305","2015-04","1"
"s507547","4743167","2014-11","1"
"s507547","5577598","2015-07","1"
"s507547","4768885","2014-11","1"
"s507547","5639351","2015-07","1"
"s507547","4111535","2014-04","1"
"s507547","4616752","2014-10","1"
"s507547","5034092","2015-03","1"
"s507547","4237140","2014-06","1"
"s350478","3212120","2013-12","0"
"s350478","3128257","2013-11","0"
"s350478","4665167","2014-10","0"
"s350478","3993131","2014-01","0"
"s343815","4829490","2014-12","1"
"s179523","3222408","2013-12","1"
"s179523","5636476","2015-07","1"
"s179523","4129184","2014-04","1"
"s179523","5234216","2015-04","1"
"s179523","4316663","2014-07","1"
"s9071","5596952","2015-07","1"
"s9071","4294407","2014-06","1"
"s9071","5465082","2015-06","1"
"s9071","5367539","2015-06","1"
"s9071","5391556","2015-06","1"
"s339555","3160675","2013-11","0"
"s339555","4723359","2014-11","0"
"s339555","5557004","2015-07","0"
"s339555","5556936","2015-07","0"
"s339555","4281366","2014-06","0"
"s339555","3987321","2014-01","0"
"s339555","4159503","2014-05","0"
"s213957","3112504","2013-11","0"
"s213957","3008675","2013-09","1"
"s42883","3084361","2013-10","1"
"s42883","4403585","2014-07","1"
"s42883","4758928","2014-11","1"
"s42883","4786469","2014-11","1"
"s42883","4933346","2015-01","1"
"s42883","3985841","2014-01","1"
"s42883","5744787","2015-08","1"
"s246160","5167613","2015-04","0"
"s211541","5194935","2015-04","0"
"s211541","5195344","2015-04","0"
"s211541","5095967","2015-03","1"
"s211541","4822823","2014-12","1"
"s211541","4528995","2014-09","0"
"s425564","4421219","2014-08","1"
"s478639","3080666","2013-10","0"
"s478639","4879506","2014-12","1"
"s478639","5026343","2015-02","0"
"s409320","4543909","2014-09","1"
"s409320","4044093","2014-03","1"
"s409320","5608297","2015-07","1"
"s102971","4914626","2015-01","0"
"s173535","4448281","2014-08","0"
"s173535","4696759","2014-11","0"
"s183539","4690482","2014-11","1"
"s183539","4806756","2014-12","0"
"s183539","5602386","2015-07","1"
"s183539","5432385","2015-06","0"
"s285273","5133110","2015-03","0"
"s285273","5041076","2015-03","0"
"s285273","5039302","2015-03","0"
"s285273","5132380","2015-03","0"
"s221212","4463518","2014-08","0"
"s411057","5664008","2015-08","1"
"s411057","5259315","2015-05","1"
"s411057","5169401","2015-04","1"
"s411057","4752042","2014-11","1"
"s411057","5651382","2015-08","1"
"s240331","5197625","2015-04","1"
"s240331","4764394","2014-11","1"
"s240331","4762341","2014-11","1"
"s240331","4013052","2014-02","1"
"s240331","5085983","2015-03","1"
"s240331","4815309","2014-12","1"
"s240331","4309694","2014-07","1"
"s240331","4411943","2014-08","1"
"s75621","3037439","2013-10","1"
"s124318","4608163","2014-10","1"
"s514470","3143556","2013-11","0"
"s514470","3112368","2013-11","0"
"s514470","3134960","2013-11","0"
"s514470","3159017","2013-11","0"
"s514470","4080979","2014-04","1"
"s514470","3988269","2014-01","0"
"s514470","5522179","2015-07","0"
"s514470","4080952","2014-04","1"
"s514470","4113195","2014-04","0"
"s514470","4044747","2014-03","0"
"s514470","4493990","2014-08","0"
"s514470","5426564","2015-06","0"
"s514470","4239089","2014-06","0"
"s514470","4470860","2014-08","0"
"s267882","4917365","2015-01","1"
"s29385","5446770","2015-06","0"
"s29385","2995541","2013-09","0"
"s29385","5096584","2015-03","1"
"s29385","4332475","2014-07","0"
"s29385","5447534","2015-06","1"
"s97991","4649528","2014-10","0"
"s97991","5520771","2015-07","1"
"s97991","4108371","2014-04","1"
"s97991","4188509","2014-05","1"
"s97991","4226427","2014-06","0"
"s97991","5449580","2015-06","1"
"s97991","4262507","2014-06","1"
"s97991","5280660","2015-05","1"
"s97991","4126376","2014-04","1"
"s97991","5335550","2015-05","0"
"s226957","4831106","2014-12","1"
"s226957","5702650","2015-08","1"
"s226957","5779808","2015-08","1"
"s226957","5234150","2015-04","1"
"s226957","4848896","2014-12","0"
"s174273","4236005","2014-06","0"
"s174273","5376507","2015-06","0"
"s174273","4852812","2014-12","1"
"s174273","5003072","2015-02","0"
"s174273","5361677","2015-06","0"
"s174273","4758983","2014-11","0"
"s346038","5392058","2015-06","0"
"s25637","5397648","2015-06","0"
"s25637","5468268","2015-06","0"
"s25637","5595616","2015-07","0"
"s25637","4546079","2014-09","0"
"s25637","5472918","2015-06","0"
"s25637","4637751","2014-10","0"
"s25637","4595621","2014-09","0"
"s25637","4818174","2014-12","0"
"s25637","5778011","2015-08","0"
"s25637","5628092","2015-07","0"
"s25637","4983374","2015-02","0"
"s25637","4658039","2014-10","0"
"s25637","4728542","2014-11","0"
"s25637","5319045","2015-05","0"
"s25637","4759151","2014-11","1"
"s25637","4506497","2014-09","1"
"s25637","5669166","2015-08","1"
"s25637","4490925","2014-08","1"
"s25637","4268054","2014-06","0"
"s25637","4169053","2014-05","0"
"s25637","4531686","2014-09","0"
"s25637","5067205","2015-03","0"
"s25637","4631801","2014-10","0"
"s25637","4463153","2014-08","0"
"s25637","4757417","2014-11","0"
"s25637","5209825","2015-04","0"
"s25637","5335716","2015-05","0"
"s25637","5497926","2015-07","0"
"s25637","4419130","2014-08","0"
"s25637","5537860","2015-07","0"
"s25637","5218739","2015-04","0"
"s25637","4327116","2014-07","0"
"s25637","5180383","2015-04","0"
"s25637","4531654","2014-09","0"
"s25637","5114108","2015-03","0"
"s25637","5376438","2015-06","0"
"s471342","5742593","2015-08","1"
"s471342","5219605","2015-04","1"
"s9148","4365770","2014-07","1"
"s9148","4461043","2014-08","1"
"s143943","3169745","2013-12","1"
"s143943","4087228","2014-04","0"
"s210996","4856545","2014-12","1"
"s246630","4929398","2015-01","1"
"s246630","3966116","2014-01","1"
"s246630","4705164","2014-11","1"
"s254347","3239152","2013-12","1"
"s496813","4017164","2014-02","1"
"s496813","5549881","2015-07","1"
"s496813","4017162","2014-02","1"
"s496813","4126133","2014-04","1"
"s119067","5159790","2015-04","1"
"s119067","5159531","2015-04","1"
"s119067","5344744","2015-05","0"
"s119067","5159678","2015-04","1"
"s453835","3055113","2013-10","1"
