"EID","TYPECODE","FBDATE","SXENDDATE"
"s429205","104196428","2015年08月",""
"s249559","1635849","2015年05月",""
"s249559","100871116","2015年05月",""
"s506251","1472258","2015年04月",""
"s506251","66059361","2015年04月",""
"s439292","203897","2014年07月",""
"s439292","81339396","2014年07月",""
"s472016","1247775","2015年03月",""
"s472016","79617412","2015年03月",""
"s35771","1045668","2015年01月",""
"s35771","1836871","2015年06月",""
"s35771","65986737","2015年01月",""
"s35771","102933035","2015年06月",""
"s255766","225974","2014年07月",""
"s255766","80121456","2014年07月",""
"s30001","2245316","2015年08月",""
"s30001","80296980","2015年08月",""
"s20103","201521","2014年07月",""
"s20103","81341426","2014年07月",""
"s244228","1714972","2015年06月",""
"s472195","246142","2014年08月",""
"s472195","338081","2014年09月",""
"s472195","79553494","2014年09月",""
"s81364","1419835","2015年04月",""
"s81364","98527738","2015年04月",""
"s283168","1896428","2015年06月",""
"s283168","92554899","2015年06月",""
"s246507","57644","2014年01月",""
"s246507","68640145","2014年01月",""
"s522362","1738346","2015年06月",""
"s522362","100791938","2015年06月",""
"s402778","1081009","2015年01月",""
"s402778","66058748","2015年01月",""
"s494828","1057248","2015年03月",""
"s494828","66002712","2015年03月",""
"s251779","185370","2014年06月",""
"s251779","1058083","2015年03月",""
"s251779","65997518","2015年03月",""
"s497850","1146844","2015年01月",""
"s497850","24371462","2015年01月",""
"s10032","224698","2014年08月",""
"s10032","224709","2014年08月",""
"s10032","13810381","2014年08月",""
"s12304","4082","2013年10月",""
"s12304","1533662","2015年05月",""
"s12304","66086612","2013年10月",""
"s12304","86275857","2015年05月",""
"s69736","2232071","2015年08月",""
"s69736","103065494","2015年08月",""
"s373361","2108849","2015年07月",""
"s155128","1095058","2015年01月","2015-07"
"s357469","969081","2015年01月","2015-07"
"s234648","2305271","2015年08月",""
"s63912","172941","2014年06月",""
"s63912","60217","2014年01月",""
"s63912","80321221","2014年06月",""
"s63912","36610029","2014年01月",""
"s184135","1911396","2015年06月",""
"s184135","1911244","2015年06月",""
"s184135","103054259","2015年06月",""
"s259094","1070071","2015年01月",""
"s259094","93227105","2015年01月",""
"s32336","334557","2014年11月",""
"s32336","60032141","2014年11月",""
"s255306","220438","2014年07月",""
"s255306","958491","2015年01月",""
"s255306","1463401","2015年04月",""
"s255306","1463372","2015年04月",""
"s255306","80072346","2014年07月",""
"s255306","97965243","2015年04月",""
"s255306","79523562","2015年04月",""
"s79667","59810","2014年01月",""
"s79667","2082638","2015年07月",""
"s79667","104114250","2015年07月",""
"s8813","839916","2014年12月",""
"s8813","237345","2014年08月",""
"s8813","1329150","2015年03月",""
"s8813","85062149","2014年12月",""
"s8813","38089039","2014年08月",""
"s8813","33464079","2015年03月",""
"s52068","2113678","2015年07月",""
"s52068","96604932","2015年07月",""
"s214866","1826841","2015年06月",""
"s214866","96518961","2015年06月",""
"s75276","1099424","2015年01月",""
"s297481","987827","2015年01月","2015-07"
"s344384","754213","2014年11月","2015-07"
"s350116","1966135","2015年07月",""
"s350116","91688091","2015年07月",""
"s262622","907661","2014年12月",""
"s262622","1320462","2015年03月",""
"s262622","92705281","2015年03月",""
"s262622","66068369","2014年12月",""
"s470069","217647","2014年08月",""
"s317953","1735991","2015年06月",""
"s317953","101821865","2015年06月",""
"s246208","204006","2014年07月",""
"s125576","183733","2014年06月",""
"s125576","1686933","2015年05月",""
"s125576","1914478","2015年06月",""
"s125576","92424256","2015年05月",""
"s125576","79623487","2014年06月",""
"s66234","11125","2013年10月",""
"s66234","61957581","2013年10月",""
"s144882","1166827","2015年02月","2015-07"
"s137816","19246","2013年10月",""
"s137816","61329926","2013年10月",""
"s227787","798628","2014年12月",""
"s227787","1794543","2015年06月",""
"s227787","89126866","2014年12月",""
"s141772","210833","2014年07月",""
"s141772","79629939","2014年07月",""
"s176770","1167351","2015年02月",""
"s176770","96503620","2015年02月",""
"s325502","1204061","2015年02月","2015-07"
"s406587","196692","2014年06月",""
"s406587","34552779","2014年06月",""
"s505513","911692","2014年12月",""
"s505513","66014670","2014年12月",""
"s26657","60652","2014年01月",""
"s26657","907561","2015年03月",""
"s26657","66082095","2015年03月",""
"s26657","68745139","2014年01月",""
"s178784","1269174","2015年03月",""
"s178784","67910300","2015年03月",""
"s11420","1268746","2015年05月",""
"s11420","66076959","2015年05月",""
"s378127","2028566","2015年07月",""
"s378127","103006921","2015年07月",""
"s448651","1036147","2015年01月",""
"s448651","66069739","2015年01月",""
"s371598","1625226","2015年05月",""
"s371598","92554236","2015年05月",""
"s378936","1822551","2015年06月",""
"s307323","689097","2014年11月",""
"s64666","1723227","2015年06月",""
"s64666","93535589","2015年06月",""
"s422670","650784","2014年11月",""
"s422670","79624693","2014年11月",""
"s201799","184982","2014年06月","2015-07"
"s266332","218166","2014年08月",""
"s266332","218171","2014年08月",""
"s266332","206535","2014年08月",""
"s266332","206537","2014年08月",""
"s266332","30885173","2014年08月",""
"s141339","1432650","2015年04月","2015-07"
"s513961","585875","2014年10月",""
"s513961","83561968","2014年10月",""
"s376556","239031","2014年08月",""
"s376556","27987986","2014年08月",""
"s121762","1535257","2015年05月","2015-07"
"s351498","139782","2014年05月",""
"s351498","76429737","2014年05月",""
"s268505","3981","2013年10月",""
"s268505","60623677","2013年10月",""
"s344362","2230443","2015年08月",""
"s344362","102019596","2015年08月",""
"s472378","19329","2013年10月",""
"s472378","42222130","2013年10月",""
"s256802","1566392","2015年05月",""
"s84839","251518","2014年08月",""
"s84839","1993251","2015年07月",""
"s84839","100469701","2015年07月",""
"s84839","62502923","2014年08月",""
"s305830","241392","2014年08月","2015-07"
"s436648","215357","2014年08月",""
"s436648","30040467","2014年08月",""
"s300130","1186453","2015年02月",""
"s300130","96517868","2015年02月",""
"s294744","171054","2014年06月",""
"s294744","36810675","2014年06月",""
"s43519","709590","2014年11月",""
"s43519","874828","2014年12月",""
"s43519","709578","2014年11月",""
"s43519","709605","2014年11月",""
"s43519","196781","2014年06月",""
"s43519","988877","2015年01月",""
"s43519","991586","2015年01月",""
"s43519","1635898","2015年05月",""
"s43519","89111160","2014年11月",""
"s43519","89111158","2014年11月",""
"s43519","74217454","2015年01月",""
"s43519","89111156","2014年11月",""
"s43519","84838806","2015年01月",""
"s43519","91740162","2014年12月",""
"s43519","98905953","2015年05月",""
"s43519","32208603","2014年06月",""
"s329716","577435","2014年10月","2015-07"
"s89955","162843","2014年06月",""
"s89955","80306134","2014年06月",""
"s67059","1536227","2015年05月",""
"s138199","1264685","2015年03月","2015-07"
"s242836","1355343","2015年03月",""
"s242836","24833286","2015年03月",""
"s448119","709121","2014年11月",""
"s448119","89083639","2014年11月",""
"s95787","867652","2014年12月",""
"s95787","1092341","2015年01月",""
"s95787","1092688","2015年01月",""
"s95787","1568366","2015年05月",""
"s95787","96486019","2015年05月",""
"s95787","73391767","2015年01月",""
"s95787","73391774","2015年01月",""
"s95787","79558346","2014年12月",""
"s396742","196589","2014年06月",""
"s396742","79950016","2014年06月",""
"s282623","1647370","2015年05月",""
"s282623","100384861","2015年05月",""
"s414928","905405","2014年12月",""
"s414928","66086039","2014年12月",""
"s161490","214603","2014年07月",""
"s161490","1083423","2015年01月",""
"s161490","1080894","2015年01月",""
"s161490","1268296","2015年03月",""
"s161490","1268477","2015年03月",""
"s161490","1268555","2015年03月",""
"s161490","66042853","2015年01月",""
"s161490","66048701","2015年03月",""
"s161490","66076907","2015年03月",""
"s161490","66051206","2015年03月",""
"s161490","66065637","2015年01月",""
"s161490","81386399","2014年07月",""
"s513829","1679456","2015年05月",""
"s287552","1038763","2015年03月",""
"s287552","66008363","2015年03月",""
"s22485","2177595","2015年08月",""
"s22485","102971382","2015年08月",""
"s16069","168117","2014年06月",""
"s16069","73356265","2014年06月",""
"s88986","1274731","2015年03月",""
"s88986","66048276","2015年03月",""
"s292054","2028008","2015年07月",""
"s254879","1099776","2015年01月",""
"s39396","186317","2014年06月",""
"s39396","79623028","2014年06月",""
"s226144","1403864","2015年04月","2015-07"
"s104806","157549","2014年06月","2015-07"
"s373564","67868","2014年01月",""
"s373564","68725387","2014年01月",""
"s336626","1238956","2015年03月",""
"s296409","94027","2014年03月",""
"s296409","169963","2014年06月",""
"s296409","78814657","2014年06月",""
"s446747","1759031","2015年06月",""
"s446747","98104424","2015年06月",""
"s495402","608950","2014年10月","2015-07"
"s295080","959781","2015年01月",""
"s60210","1177415","2015年02月",""
"s60210","96517799","2015年02月",""
"s49890","1055177","2015年03月",""
"s49890","66013560","2015年03月",""
"s400087","1362649","2015年03月",""
"s217424","1584047","2015年05月",""
"s150227","1196391","2015年02月",""
"s150227","91757823","2015年02月",""
"s238525","171226","2014年06月",""
"s238525","60474032","2014年06月",""
"s352490","738765","2014年11月",""
"s352490","170994","2014年06月",""
"s352490","29685328","2014年11月",""
"s352490","79517493","2014年06月",""
"s386563","1712566","2015年06月",""
"s386563","99084899","2015年06月",""
"s281677","1820002","2015年06月",""
"s281677","99618828","2015年06月",""
"s196838","1980255","2015年07月",""
"s196838","90914036","2015年07月",""
"s454707","656318","2014年11月",""
"s454707","656244","2014年11月",""
"s454707","656307","2014年11月",""
"s454707","656276","2014年11月",""
"s454707","656294","2014年11月",""
"s454707","181411","2014年06月",""
"s454707","44418853","2014年11月",""
"s47203","314384","2014年09月",""
"s47203","314380","2014年09月",""
"s47203","66087676","2014年09月",""
"s174971","183908","2014年06月",""
"s174971","73352025","2014年06月",""
"s168712","1133859","2015年01月",""
"s168712","18788403","2015年01月",""
"s447609","1241823","2015年03月",""
"s279110","193978","2014年06月","2015-07"
"s218847","1053195","2015年03月",""
"s118503","215631","2014年08月",""
"s207458","581569","2014年10月",""
"s148446","206604","2014年08月",""
"s148446","215383","2014年08月",""
"s148446","823215","2014年12月","2015-07"
"s71738","507159","2014年09月",""
"s71738","79618546","2014年09月",""
"s319116","723529","2014年11月",""
"s256994","911779","2014年12月",""
"s256994","911779","2014年12月",""
"s452502","2046361","2015年07月",""
"s452502","98060076","2015年07月",""
"s190057","1139667","2015年01月",""
"s190057","32450179","2015年01月",""
"s474646","1053169","2015年03月",""
"s474646","65977464","2015年03月",""
"s344625","1804472","2015年06月",""
"s344625","96486265","2015年06月",""
"s340515","1095027","2015年01月",""
"s340515","60046219","2015年01月",""
"s382416","2009283","2015年07月",""
"s382416","98410492","2015年07月",""
"s214159","179822","2014年06月","2015-07"
"s214159","1177713","2015年02月","2015-07"
"s39585","2239685","2015年08月",""
"s39585","105603367","2015年08月",""
"s171628","2294200","2015年08月",""
"s218492","1724057","2015年06月",""
"s218492","100468771","2015年06月",""
"s202051","201762","2014年11月",""
"s202051","61623442","2014年11月",""
"s235534","249020","2014年08月",""
"s519357","1084190","2015年01月",""
"s519357","66052990","2015年01月",""
"s85387","2302011","2015年08月",""
"s85387","91746872","2015年08月",""
"s297868","164385","2014年06月",""
"s297868","2110208","2015年07月",""
"s297868","79638411","2014年06月",""
"s297868","99272690","2015年07月",""
"s107018","210392","2014年07月",""
"s107018","225150","2014年07月",""
"s107018","14479132","2014年07月",""
"s107018","19139278","2014年07月",""
"s98366","607985","2014年10月",""
"s98366","87372029","2014年10月",""
"s456835","607712","2014年10月",""
"s456835","867685","2014年12月",""
"s456835","131113","2014年05月",""
"s456835","109798","2014年03月",""
"s456835","1108006","2015年01月",""
"s456835","76431828","2014年05月",""
"s456835","92542929","2014年12月",""
"s456835","85043562","2014年10月",""
"s456835","21144763","2015年01月",""
"s456835","72988168","2014年03月",""
"s83218","208906","2014年07月",""
"s399421","914116","2015年01月",""
"s399421","914077","2015年01月",""
"s399421","13872624","2015年01月",""
"s399421","14058028","2015年01月",""
"s358458","1045130","2015年01月",""
"s358458","66008690","2015年01月",""
"s502981","360208","2014年08月",""
"s502981","63931324","2014年08月",""
"s455490","1937359","2015年07月",""
"s150582","1168217","2015年02月",""
"s491093","2294596","2015年08月",""
"s491093","103773962","2015年08月",""
"s188530","1253974","2015年03月",""
"s471237","1546271","2015年05月",""
"s219222","1164151","2015年01月",""
"s193018","217074","2014年08月",""
"s87561","1712481","2015年06月",""
"s262310","1165833","2015年02月",""
"s262310","1165832","2015年02月",""
"s427447","170645","2014年06月",""
"s427447","73359028","2014年06月",""
"s37526","194487","2014年06月",""
"s37526","195093","2014年06月",""
"s37526","194506","2014年06月",""
"s37526","195137","2014年06月",""
"s37526","28114254","2014年06月",""
"s494400","198651","2014年06月",""
"s494400","60138136","2014年06月",""
"s411911","188916","2014年06月",""
"s371236","1038019","2015年03月",""
"s371236","65989700","2015年03月",""
"s7692","238908","2014年08月",""
"s74271","1913758","2015年07月",""
"s74271","96723536","2015年07月",""
"s124171","719235","2014年11月",""
"s406054","955540","2015年01月",""
"s331432","1084144","2015年01月",""
"s331432","66044817","2015年01月",""
"s338508","2113334","2015年07月",""
"s338508","101685329","2015年07月",""
"s252913","195121","2014年06月","2015-07"
"s395490","710025","2014年11月",""
"s395490","79514487","2014年11月",""
"s455697","215372","2014年08月",""
"s455697","206595","2014年08月",""
"s455697","1270475","2015年03月",""
"s455697","66066965","2015年03月",""
"s44064","200906","2014年07月",""
"s44064","79279616","2014年07月",""
"s169881","1098784","2015年01月",""
"s169881","61661857","2015年01月",""
"s174289","213433","2014年07月",""
"s174289","199867","2014年07月",""
"s174289","27960857","2014年07月",""
"s174289","73367162","2014年07月",""
"s163709","891461","2014年12月",""
"s163709","83520216","2014年12月",""
"s166909","1118237","2015年03月","2015-07"
"s96681","647230","2014年11月",""
"s96681","84390900","2014年11月",""
"s182790","1534444","2015年05月",""
"s182790","96495174","2015年05月",""
"s37031","203963","2014年07月",""
"s37031","1137596","2015年01月",""
"s37031","20609","2013年10月",""
"s37031","93699720","2015年01月",""
"s37031","73338724","2014年07月",""
"s37031","37115997","2013年10月",""
"s436813","911118","2015年03月",""
"s472166","1268167","2015年03月",""
"s472166","66061477","2015年03月",""
"s69920","217628","2014年08月",""
"s186458","1383233","2015年03月",""
"s186458","97526574","2015年03月",""
"s21181","233093","2014年08月","2015-07"
"s21181","199259","2014年07月","2015-07"
"s48462","624751","2014年10月",""
"s48462","64527296","2014年10月",""
"s483338","879508","2014年12月",""
"s483338","92715449","2014年12月",""
"s442793","234447","2014年08月",""
"s455991","710317","2014年11月",""
"s455991","89126967","2014年11月",""
"s96637","183388","2014年06月",""
"s96637","1098187","2015年01月",""
"s96637","6931","2013年10月",""
"s96637","196317","2014年06月",""
"s96637","23015450","2013年10月",""
"s96637","700661446","2014年06月",""
"s96637","73325485","2014年06月",""
"s96637","61236443","2015年01月",""
"s96637","18690655","2014年06月",""
"s133163","2123065","2015年07月",""
"s133163","96525266","2015年07月",""
"s450445","1912675","2015年06月",""
"s450445","93542247","2015年06月",""
"s129335","1968809","2015年07月",""
"s129335","101737546","2015年07月",""
"s273050","1534357","2015年05月",""
"s273050","96495031","2015年05月",""
"s504626","933055","2014年12月",""
"s504626","2214346","2015年08月",""
"s504626","700661459","2014年12月",""
"s504626","21407312","2014年12月",""
"s132622","15437","2013年10月",""
"s68822","1033345","2015年01月",""
"s68822","91878222","2015年01月",""
"s481918","1114417","2015年01月",""
"s135595","1276692","2015年03月","2015-07"
"s419758","379513","2014年08月",""
"s419758","79311106","2014年08月",""
"s47721","1920698","2015年06月",""
"s269016","210367","2014年07月",""
"s269016","1310534","2015年03月",""
"s269016","79628721","2014年07月",""
"s473264","231758","2014年09月",""
"s305577","234057","2014年08月",""
"s305577","1912880","2015年06月",""
"s305577","2325337","2015年08月",""
"s305577","99055894","2015年06月",""
"s305577","34435473","2014年08月",""
"s305577","100872239","2015年08月",""
"s282263","1239597","2015年03月",""
"s282263","66086535","2015年03月",""
"s487766","1370882","2015年03月",""
"s487766","98060149","2015年03月",""
"s488238","212008","2014年08月",""
"s488238","43144943","2014年08月",""
"s519586","230120","2014年08月",""
"s519586","1170241","2015年02月",""
"s509096","166231","2014年06月",""
"s161536","660756","2014年11月",""
"s161536","660750","2014年11月",""
"s161536","660760","2014年11月",""
"s161536","660685","2014年11月",""
"s161536","660712","2014年11月",""
"s161536","660742","2014年11月",""
"s161536","660708","2014年11月",""
"s161536","32906989","2014年11月",""
"s161536","44373535","2014年11月",""
"s161536","31593262","2014年11月",""
"s161536","31593609","2014年11月",""
"s161536","31593691","2014年11月",""
"s161536","31593763","2014年11月",""
"s161536","32908224","2014年11月",""
"s407983","1445985","2015年04月",""
"s407983","61868785","2015年04月",""
"s126004","728141","2014年11月",""
"s126004","945011","2015年01月",""
"s126004","72222073","2015年01月",""
"s126004","73147755","2014年11月",""
"s410491","216949","2014年07月",""
"s410491","218598","2014年08月",""
"s410491","212942","2014年07月",""
"s410491","216462","2014年08月",""
"s410491","6816399","2014年08月",""
"s410491","39894627","2014年07月",""
"s254642","1045697","2015年01月",""
"s254642","65980032","2015年01月",""
"s71883","2015381","2015年07月",""
"s71883","103034938","2015年07月",""
"s501060","756101","2014年12月",""
"s501060","89716750","2014年12月",""
"s212410","632078","2014年11月",""
"s212410","2153368","2015年08月",""
"s212410","79328915","2014年11月",""
"s212410","103706418","2015年08月",""
"s399221","217858","2014年08月",""
"s399221","10973","2013年10月",""
"s461088","980671","2015年01月","2015-07"
"s461088","980686","2015年01月","2015-07"
"s506409","207387","2014年08月",""
"s506409","215852","2014年08月",""
"s429529","182468","2014年06月",""
"s429529","68745796","2014年06月",""
"s301735","1932674","2015年07月",""
"s301735","65985524","2015年07月",""
"s429808","906518","2015年03月",""
"s429808","61843207","2015年03月",""
"s112595","193541","2014年06月",""
"s112595","220876","2014年07月",""
"s160336","659169","2014年11月",""
"s160336","87441926","2014年11月",""
"s303555","2172866","2015年08月",""
"s194826","2136285","2015年07月",""
"s263879","928723","2014年12月",""
"s263879","2010627","2015年07月",""
"s263879","42076597","2014年12月",""
"s135477","191354","2014年06月","2015-07"
"s216788","1685200","2015年05月",""
"s131593","844357","2014年12月","2015-07"
"s380382","633641","2014年11月","2015-07"
"s293979","1636703","2015年05月",""
"s293979","92705183","2015年05月",""
"s354870","1398123","2015年04月",""
"s354870","99034296","2015年04月",""
"s226846","27335","2013年10月",""
"s268954","1383296","2015年03月",""
"s268954","97802702","2015年03月",""
"s484358","2080744","2015年07月",""
"s484358","104470471","2015年07月",""
"s168994","1983472","2015年07月",""
"s400816","1967458","2015年07月",""
"s400816","103597474","2015年07月",""
"s137652","1294430","2015年03月",""
"s137652","1515325","2015年04月",""
"s137652","96485385","2015年04月",""
"s137652","96486194","2015年03月",""
"s96565","2058697","2015年07月",""
"s96565","2058719","2015年07月",""
"s96565","2283034","2015年08月",""
"s493496","1069558","2015年01月",""
"s493496","913201","2014年12月",""
"s493496","913197","2014年12月",""
"s456697","1237902","2015年03月",""
"s9095","1275740","2015年03月",""
"s9095","66032242","2015年03月",""
"s278236","543978","2014年09月",""
"s406240","1270870","2015年03月",""
"s406240","66062968","2015年03月",""
"s181580","1637051","2015年05月",""
"s181580","101304325","2015年05月",""
"s194152","245850","2014年08月",""
"s194152","1384862","2015年03月",""
"s194152","96521631","2015年03月",""
"s194152","81331542","2014年08月",""
"s10003","234047","2014年08月",""
"s10003","31367300","2014年08月",""
"s362608","1817882","2015年06月",""
"s362608","33466478","2015年06月",""
"s136226","1734497","2015年06月",""
"s136226","83519591","2015年06月",""
"s482182","1495803","2015年04月",""
"s482182","99074756","2015年04月",""
"s118146","1883098","2015年07月",""
"s118146","87425385","2015年07月",""
"s509502","1190294","2015年02月",""
"s436304","909638","2014年12月",""
"s436304","909528","2014年12月",""
"s436304","908095","2015年03月",""
"s436304","909437","2015年03月",""
"s436304","907893","2015年03月",""
"s436304","908157","2015年03月",""
"s436304","909124","2015年03月",""
"s436304","909491","2015年03月",""
"s436304","909404","2015年03月",""
"s436304","909180","2015年03月",""
"s436304","909191","2015年03月",""
"s436304","909958","2015年03月",""
"s436304","909820","2015年03月",""
"s436304","909733","2015年03月",""
"s436304","908236","2015年03月",""
"s436304","907839","2015年03月",""
"s436304","909665","2015年03月",""
"s436304","910034","2015年03月",""
"s436304","909887","2015年03月",""
"s436304","909918","2015年03月",""
"s436304","909109","2015年03月",""
"s436304","908204","2015年03月",""
"s436304","907930","2015年03月",""
"s436304","907766","2015年03月",""
"s436304","908018","2015年03月",""
"s436304","907981","2015年03月",""
"s436304","909860","2015年03月",""
"s436304","909435","2015年03月",""
"s436304","907650","2015年03月",""
"s436304","909759","2015年03月",""
"s436304","60761319","2015年03月",""
"s436304","60762029","2015年03月",""
"s436304","60761427","2015年03月",""
"s436304","60761987","2015年03月",""
"s436304","60761554","2014年12月",""
"s436304","60761932","2015年03月",""
"s436304","60761541","2014年12月",""
"s436304","60761295","2015年03月",""
"s436304","60761905","2015年03月",""
"s436304","60761335","2015年03月",""
"s436304","60761483","2015年03月",""
"s436304","60761455","2015年03月",""
"s436304","60761568","2015年03月",""
"s436304","60761955","2015年03月",""
"s436304","60761358","2015年03月",""
"s436304","60761399","2015年03月",""
"s436304","60761508","2015年03月",""
"s436304","66082787","2015年03月",""
"s436304","60762313","2015年03月",""
"s436304","60762296","2015年03月",""
"s436304","60762127","2015年03月",""
"s99842","246042","2014年08月",""
"s99842","199339","2014年07月",""
"s99842","19763","2013年10月",""
"s99842","66321420","2014年08月",""
"s35570","2206407","2015年08月",""
"s35570","66028255","2015年08月",""
"s12023","212190","2014年08月",""
"s12023","1355355","2015年03月",""
"s12023","28366333","2015年03月",""
"s12023","26387917","2014年08月",""
"s8868","786976","2014年12月",""
"s8868","88396037","2014年12月",""
"s452747","639125","2014年11月",""
"s452747","88421308","2014年11月",""
"s72003","1351270","2015年03月",""
"s72003","2102153","2015年07月",""
"s72003","102936220","2015年07月",""
"s72003","81340113","2015年03月",""
"s208285","981515","2015年03月",""
"s208285","92401922","2015年03月",""
"s60164","1481583","2015年04月",""
"s60164","99058696","2015年04月",""
"s107318","946723","2014年12月",""
"s107318","91686255","2014年12月",""
"s520981","2140056","2015年07月",""
"s520981","100973716","2015年07月",""
"s346227","1405229","2015年04月",""
"s162063","978864","2015年01月",""
"s239751","1476050","2015年04月",""
"s442666","177031","2014年06月",""
"s442666","28464187","2014年06月",""
"s269271","239056","2014年08月",""
"s269271","23537768","2014年08月",""
"s212313","1972713","2015年07月",""
"s212313","2044713","2015年07月",""
"s212313","100112559","2015年07月",""
"s212313","100468429","2015年07月",""
"s213675","610257","2014年10月",""
"s213675","85061006","2014年10月",""
"s361730","185112","2014年06月","2015-07"
"s361730","1584196","2015年05月",""
"s361730","73375621","2015年05月",""
"s303330","1502009","2015年04月",""
"s303330","98911066","2015年04月",""
"s471547","1056057","2015年03月",""
"s471547","66007680","2015年03月",""
"s78643","22289","2013年10月",""
"s78643","1252074","2015年03月",""
"s78643","66075201","2013年10月",""
"s78643","700661435","2015年03月",""
"s78643","40193847","2015年03月",""
"s22963","2044254","2015年07月",""
"s22963","103773814","2015年07月",""
"s403953","577481","2014年10月","2015-07"
"s423364","1260405","2015年03月",""
"s423364","1259790","2015年03月",""
"s423364","1259636","2015年03月",""
"s423364","1259686","2015年03月",""
"s423364","536811","2014年09月",""
"s423364","1259672","2015年03月",""
"s423364","1259678","2015年03月",""
"s423364","1259599","2015年03月",""
"s423364","139860","2014年05月",""
"s423364","1259588","2015年03月",""
"s423364","1118244","2015年02月",""
"s423364","1260383","2015年03月",""
"s423364","1259820","2015年03月",""
"s423364","1259662","2015年03月",""
"s423364","1260422","2015年03月",""
"s423364","1260411","2015年03月",""
"s423364","1260379","2015年03月",""
"s423364","1259343","2015年03月",""
"s423364","1258687","2015年03月",""
"s423364","1259330","2015年03月",""
"s423364","1259279","2015年03月",""
"s423364","1259645","2015年03月",""
"s423364","1260427","2015年03月",""
"s423364","1260387","2015年03月",""
"s423364","1259876","2015年03月",""
"s423364","1259653","2015年03月",""
"s423364","1259768","2015年03月",""
"s423364","1260415","2015年03月",""
"s423364","1259808","2015年03月",""
"s423364","1260692","2015年03月",""
"s423364","1457667","2015年04月",""
"s423364","1635909","2015年05月",""
"s423364","66048949","2015年03月",""
"s423364","66067855","2015年03月",""
"s423364","83560480","2014年09月",""
"s423364","66059106","2015年02月",""
"s423364","66066182","2015年03月",""
"s423364","66065771","2015年03月",""
"s423364","92400570","2015年04月",""
"s423364","66065769","2015年03月",""
"s423364","73349620","2014年05月",""
"s423364","66065351","2015年03月",""
"s423364","66065357","2015年03月",""
"s423364","66062860","2015年03月",""
"s423364","66065353","2015年03月",""
"s423364","66065342","2015年03月",""
"s423364","66065440","2015年03月",""
"s423364","66065425","2015年03月",""
"s423364","66064695","2015年03月",""
"s423364","66064681","2015年03月",""
"s423364","66065373","2015年03月",""
"s423364","66065395","2015年03月",""
"s423364","66065391","2015年03月",""
"s423364","66065385","2015年03月",""
"s423364","66065379","2015年03月",""
"s423364","98905949","2015年05月",""
"s108973","234079","2014年08月",""
"s98257","2289684","2015年08月",""
"s67438","439728","2014年09月",""
"s67438","1035384","2015年01月",""
"s67438","83509707","2014年09月",""
"s375114","1375500","2015年03月",""
"s375114","97995057","2015年03月",""
"s199906","900208","2014年12月",""
"s199906","89124738","2014年12月",""
"s77049","638874","2014年11月",""
"s190239","695260","2014年11月",""
"s190239","66070093","2014年11月",""
"s200518","1706245","2015年06月",""
"s147244","921877","2014年12月",""
"s147244","31796223","2014年12月",""
"s150864","1473329","2015年04月",""
"s284248","647367","2014年11月",""
"s284248","79322523","2014年11月",""
"s498002","243012","2014年08月",""
"s498002","79552741","2014年08月",""
"s346549","179728","2014年07月",""
"s346549","72367350","2014年07月",""
"s337728","2103232","2015年07月",""
"s110199","219291","2014年08月",""
"s381079","1325228","2015年03月",""
"s381079","1526411","2015年04月",""
"s381079","96152172","2015年04月",""
"s258984","780576","2014年12月",""
"s258984","724203","2014年11月",""
"s258984","485609","2014年09月",""
"s258984","248146","2014年08月",""
"s258984","245543","2014年08月",""
"s258984","210370","2014年07月",""
"s258984","191968","2014年06月",""
"s258984","85274076","2014年09月",""
"s258984","89114661","2014年11月",""
"s258984","90141520","2014年12月",""
"s258984","81440075","2014年07月",""
"s258984","79279757","2014年08月",""
"s512986","929316","2014年12月","2015-07"
"s145804","1242938","2015年03月",""
"s145804","85053913","2015年03月",""
"s177505","1724105","2015年06月",""
"s177505","100469096","2015年06月",""
"s207888","656047","2014年11月","2015-07"
"s35885","1516184","2015年04月",""
"s35885","96502788","2015年04月",""
"s26345","754194","2014年11月",""
"s26345","252602","2014年08月",""
"s26345","1310100","2015年03月",""
"s26345","89707931","2014年11月",""
"s26345","81331730","2014年08月",""
"s327433","1749608","2015年06月",""
"s327433","98407054","2015年06月",""
"s407468","754158","2014年11月",""
"s407468","1284718","2015年03月",""
"s407468","1310089","2015年03月",""
"s407468","2050012","2015年07月",""
"s407468","96489965","2015年03月",""
"s407468","104196366","2015年07月",""
"s80655","1287423","2015年03月","2015-07"
"s80655","2261595","2015年08月",""
"s80655","2342059","2015年08月",""
"s80655","103425045","2015年08月",""
"s80655","105609165","2015年08月",""
"s229246","520581","2014年09月",""
"s229246","79571107","2014年09月",""
"s309416","227055","2014年08月",""
"s380242","1391797","2015年04月",""
"s458589","1918333","2015年06月",""
"s458589","101733734","2015年06月",""
"s388433","204427","2014年07月",""
"s388433","1180241","2015年02月",""
"s388433","96527651","2015年02月",""
"s388433","61069105","2014年07月",""
"s239093","239750","2014年08月",""
"s239093","21642399","2014年08月",""
"s159756","2101543","2015年07月",""
"s489034","1771402","2015年06月",""
"s489034","60211184","2015年06月",""
"s182949","1205930","2015年02月",""
"s182949","96487459","2015年02月",""
"s141127","1463428","2015年04月","2015-07"
"s160948","834277","2014年12月",""
"s160948","83572516","2014年12月",""
"s288319","1082456","2015年03月","2015-07"
"s285518","537961","2014年09月",""
"s285518","83572142","2014年09月",""
"s370875","1410098","2015年04月",""
