"EID","BTEID","IFHOME","BTBL","BTYEAR","BTENDYEAR"
"s462974","w78667","0","1","2014",""
"s109438","w78671","0","1","2006",""
"s21206","w78675","0","0.7","2004","2006"
"s340199","w78678","0","0.35","2013",""
"s525979","w78680","0","0.25","2014",""
"s130772","w78682","1","0.2","2006",""
"s113070","w78684","1","1","2010",""
"s214001","w78686","1","0.333","2012",""
"s201494","w78689","0","0.99","2012",""
"s72319","w78691","1","1","2000",""
"s469117","w78692","0","1","2014","2014"
"s507652","w78693","0","1","2013",""
"s461516","w78700","1","0.021","2012",""
"s469684","w78700","1","0.021","2012",""
"s57608","w78700","1","0.021","2012",""
"s154166","w78700","1","0.011","2012",""
"s323765","w78700","1","0.002","2012",""
"s41463","w78700","1","0.005","2012",""
"s51989","w78701","1","0.18","2013",""
"s246946","w78703","0","0.6","2013",""
"s114991","w78704","1","0.8","2006","2010"
"s468701","w78710","0","0.375","2014",""
"s112189","w78711","1","1","2009",""
"s196032","w78712","0","0.3","1996",""
"s299935","w78721","1","0.4","2007",""
"s178698","w78721","1","0.4","2007",""
"s198533","w78726","0","0.208","1992",""
"s34098","w78728","0","1","1993",""
"s66662","w78730","0","1","2012",""
"s446188","w78741","1","0.75","2011",""
"s266158","w78742","0","0.03","2012",""
"s407705","w78743","0","0.24","2012",""
"s490842","w78744","1","1","1995","2012"
"s451356","w78745","1","0.5","2014",""
"s150353","w78747","0","1","1986",""
"s293174","w78748","1","1","2014",""
"s244378","w78750","0","0.995","2011",""
"s16235","w78751","1","0.962","2011","2012"
"s371820","w78757","1","0.8","2015",""
"s366170","w78758","0","0.142","2000",""
"s374070","w78760","0","0.32","2004","2008"
"s77603","w78761","0","1","1988",""
"s93912","w78763","1","0","1993",""
"s42641","w78774","1","0.333","2015",""
"s12327","w78775","0","0.51","2015",""
"s75218","w78776","0","0.9","1993",""
"s124326","w78782","1","0.99","2011",""
"s71555","w78786","0","1","2003",""
"s265103","w78790","1","1","1985",""
"s276773","w78793","0","0.36","2014",""
"s508269","w78794","0","1","2009",""
"s26477","w78799","1","0.2","2012",""
"s111851","w78803","0","0.51","2002",""
"s323715","w78805","0","1","2015",""
"s338417","w78808","0","1","2002",""
"s275315","w78810","0","1","2014",""
"s231827","w78814","1","0.9","2012",""
"s23829","w78819","1","1","2007",""
"s520437","w78820","1","0.6","2015",""
"s62204","w78821","1","0.399","2003",""
"s121108","w78826","1","0.05","2015",""
"s326082","w78836","0","0.51","2009",""
"s227702","w78843","1","1","1992",""
"s265280","w78844","0","0.78","2012",""
"s278228","w78846","0","0.4","2004",""
"s64673","w78853","1","1","2010",""
"s330165","w78854","1","0.3","1998",""
"s351690","w78855","0","0.6","1998","2000"
"s34098","w78861","0","0.371","2002",""
"s106738","w78863","1","1","2001",""
"s399123","w78866","0","0.384","2011",""
"s522362","w78867","0","0.51","2008",""
"s408457","w78872","0","0.5","2009",""
"s172112","w78874","0","1","2014","2014"
"s177253","w78885","1","1","2009",""
"s250651","w78887","0","0.45","2001","2012"
"s406370","w78888","0","1","2010",""
"s480575","w78893","1","0","1987",""
"s83869","w78894","1","0.75","2011","2011"
"s57403","w78896","1","1","2013",""
"s425062","w78899","0","0.32","2005",""
"s18153","w78902","1","1","1980",""
"s292041","w78905","0","0.2","2012",""
"s385739","w78908","0","0.565","2007",""
"s13702","w78910","1","0.5","2014",""
"s163592","w78919","1","0.5","2015",""
"s267061","w78925","0","0.2","2010",""
"s451305","w78930","0","0.15","2009",""
"s304618","w78931","1","0.2","2006",""
"s44715","w78935","1","1","1984","2009"
"s112800","w78936","1","0.45","2006","2009"
"s397983","w78939","0","0.47","2014",""
"s148322","w78939","0","0.02","2014",""
"s107177","w78940","0","0.1","2000","2012"
"s351061","w78941","0","0.333","2014",""
"s162270","w78941","0","0.333","2014",""
"s128214","w78942","1","1","2007",""
"s195315","w78946","1","0.6","2005",""
"s252323","w78947","0","0.7","1988",""
"s171122","w78949","1","0.14","2010",""
"s451614","w78952","0","0.49","2011",""
"s4780","w78953","1","0.5","2007",""
"s342388","w78957","1","0.7","2015",""
"s329138","w78963","0","0.2","2015",""
"s393288","w78966","1","0.05","2015",""
"s231011","w78972","0","1","2010",""
"s205913","w78973","0","1","2009",""
"s107485","w78974","0","1","2013",""
"s385713","w78979","1","0.213","2006",""
"s80565","w78983","1","0.048","2006",""
"s440901","w78984","0","1","2011",""
"s2028","w78986","1","1","2008",""
"s241741","w78991","1","0.49","2013","2013"
"s32263","w78991","1","0.51","2013","2013"
"s188389","w78996","0","0.1","2011",""
"s252275","w78998","0","1","2006",""
"s386849","w79004","0","1","2010",""
"s287229","w79006","0","1","2009",""
"s137407","w79008","1","1","2010",""
"s41404","w79016","0","0.2","2010",""
"s59622","w79018","0","0.476","2013",""
"s304272","w79019","1","1","2012",""
"s256308","w79020","0","0.02","2013",""
"s165938","w79024","1","0.8","2005",""
"s105947","w79028","0","0.51","2008",""
"s132778","w79029","1","0.097","2000","2007"
"s19434","w79029","1","0.248","2000","2007"
"s476579","w79031","0","1","2012",""
"s467460","w79043","0","0.66","2014",""
"s523864","w79048","0","0.2","2015",""
"s14699","w79049","0","1","2015",""
"s368002","w79050","1","0.182","1996",""
"s141741","w79051","1","0.26","2010",""
"s480238","w79051","1","0.14","2010",""
"s259622","w79055","0","0.15","2015",""
"s256308","w79056","0","0.009","2012",""
"s37063","w79057","1","0.138","1995",""
"s57776","w79059","0","0.55","2002",""
"s237604","w79064","1","1","1993",""
"s481858","w79070","0","0.222","2005",""
"s8326","w79071","0","0.51","2014",""
"s358157","w79072","1","0.667","2013",""
"s51621","w79076","1","0.4","2002",""
"s309178","w79077","0","1","2013",""
"s85458","w79081","1","0.51","2015",""
"s422802","w79083","0","0.51","2010","2011"
"s361961","w79098","1","0.35","1992",""
"s406151","w79103","1","1","1999",""
"s475456","w79104","1","1","2007",""
"s298748","w79105","0","1","2002",""
"s490184","w79110","1","1","2014",""
"s506530","w79111","1","1","1997",""
"s344291","w79115","0","0.54","2013",""
"s272919","w79116","1","0.025","2015",""
"s155300","w79119","0","1","2014",""
"s24013","w79121","1","0.51","2008","2012"
"s330343","w79123","0","0.49","2012",""
"s20442","w79124","0","1","1999",""
"s364421","w79129","0","0.857","2014",""
"s436196","w79130","0","0.02","2012",""
"s375172","w79143","1","0.1","1994",""
"s346834","w79147","1","0.3","2013",""
"s105259","w79148","1","1","1998",""
"s411287","w79150","1","1","1994","2012"
"s48141","w79156","1","1","1999","2013"
"s130344","w79169","1","0.333","2013",""
"s447466","w79173","0","0.1","2001",""
"s168867","w79180","0","1","2015",""
"s458034","w79182","0","1","2015",""
"s86849","w79184","0","0.6","2014",""
"s211861","w79184","0","0.2","2014",""
"s394599","w79185","1","1","1993",""
"s33459","w79189","1","1","2001",""
"s68413","w79198","0","0.128","2006",""
"s304050","w79205","0","1","2008",""
"s448200","w79211","1","0.41","1992",""
"s132208","w79215","0","0.33","2003",""
"s510374","w79217","0","0.24","2011",""
"s242140","w79221","0","1","2013",""
"s512541","w79222","1","0.5","2014",""
"s145335","w79229","0","0.6","2005",""
"s522876","w79231","1","1","1998",""
"s434694","w79237","0","0.22","2000","2003"
"s495746","w79239","1","0.25","2010","2014"
"s259397","w79242","1","0.091","2003",""
"s440848","w79243","1","0.3","2015",""
"s219821","w79245","1","1","2011",""
"s212337","w79246","0","1","2015",""
"s154646","w79250","1","1","2014",""
"s248077","w79261","1","0.058","2006",""
"s298748","w79268","0","0.4","2002","2007"
"s516026","w79271","1","0.187","2000",""
"s140513","w79274","0","1","2013",""
"s65218","w79275","1","1","2014",""
"s388366","w79283","1","1","2009","2013"
"s75218","w79286","1","1","2008",""
"s417875","w79287","1","0.5","2015",""
"s77933","w79294","0","0.245","2011",""
"s86168","w79295","1","0.003","2003",""
"s116872","w79299","1","1","1999","2007"
"s344532","w79300","1","0.333","2015",""
"s17849","w79304","1","0.25","2015",""
"s162840","w79306","1","0.1","2014",""
"s30976","w79307","1","1","2014",""
"s490712","w79313","0","0.2","2007",""
"s75426","w79316","1","0.7","2003","2008"
"s109370","w79321","1","0.05","2002",""
"s458312","w79322","0","1","2014",""
"s436196","w79324","1","0.258","2011",""
"s291710","w79325","1","0.63","2001","2011"
"s422271","w79328","1","0.65","2013",""
"s75229","w79329","1","0.5","2011",""
"s245666","w79334","1","1","2014",""
"s416085","w79335","1","0.5","2003",""
"s381470","w79340","1","0.25","2013",""
"s517990","w79343","1","0.03","1993","2009"
"s336558","w79345","1","0.167","2000",""
"s89852","w79346","0","0.3","2001","2008"
"s249312","w79348","0","1","2000",""
"s66357","w79352","1","1","1996",""
"s342031","w79353","0","0.504","1999","2009"
"s319887","w79357","0","0.14","2000",""
"s38762","w79359","0","1","2006","2007"
"s369204","w79361","1","0.29","2005",""
"s350315","w79362","1","0.3","2005",""
"s509068","w79368","0","0.3","2011",""
"s41092","w79378","1","0.5","2015",""
"s513248","w79381","0","1","2014",""
"s227717","w79382","0","0.02","2015",""
"s118380","w79383","0","0.45","2007","2008"
"s50242","w79387","0","0.003","1996",""
"s343669","w79389","1","1","2010",""
"s7961","w79392","0","0.3","2011",""
"s142758","w79393","0","0.333","2015",""
"s508269","w79394","0","1","1985",""
"s458034","w79395","0","1","2015",""
"s286862","w79400","0","0.4","2006",""
"s477004","w79410","1","0.49","2004",""
"s252042","w79414","0","0.231","2013",""
"s46310","w79414","0","0.177","2013",""
"s304312","w79414","0","0.208","2013",""
"s266158","w79421","1","0.5","2010","2014"
"s144751","w79425","1","1","1994",""
"s11745","w79438","1","0.04","1993",""
"s351690","w79442","1","0.49","2002",""
"s171760","w79444","1","1","2012",""
"s263290","w79452","0","0.7","2014",""
"s370900","w79458","1","0.2","2015",""
"s107458","w79460","1","0.51","2012",""
"s404863","w79463","0","1","2008",""
"s289373","w79469","1","0.6","2000",""
"s367335","w79472","0","0.143","2013",""
"s252275","w79474","0","1","2004",""
"s256308","w79475","0","0.006","2013",""
"s494462","w79478","0","0.375","2004",""
"s31141","w79480","1","0.007","2001","2006"
"s381271","w79480","1","0.96","2001","2006"
"s121572","w79485","0","0.478","2009",""
"s37840","w79489","1","1","2008",""
"s262096","w79492","0","1","2011","2013"
"s260282","w79498","1","0.55","2011",""
"s283203","w79500","1","1","2003",""
"s90138","w79502","0","0.279","2005",""
"s242643","w79506","1","1","2012",""
"s76095","w79509","0","1","2013",""
"s205913","w79510","1","1","1964",""
"s274546","w79511","1","0.5","2007","2009"
"s429963","w79517","0","0.25","2006",""
"s485655","w79518","1","0.594","2012",""
"s498557","w79524","1","1","2014",""
"s63195","w79525","1","0.2","1997","2014"
"s172674","w79527","0","0.4","2013",""
"s406370","w79531","0","1","2010","2014"
"s414663","w79532","1","0.7","2004",""
"s502716","w79538","0","0.65","2015",""
"s92911","w79539","0","0.51","2006",""
"s380530","w79543","0","0.133","2011",""
"s52410","w79544","0","0","2013",""
"s90132","w79551","1","1","2014",""
"s92697","w79553","1","1","2011","2013"
"s494367","w79561","1","0.7","2006",""
"s38680","w79562","1","1","2013",""
"s345291","w79564","0","0.51","2011",""
"s496947","w79566","1","0.9","2013",""
"s383495","w79567","0","1","1997",""
"s303951","w79568","0","0.96","2003",""
"s255102","w79571","1","1","2010",""
"s520946","w79572","0","1","2015",""
"s133616","w79575","1","0.7","2001","2010"
"s473920","w79576","0","0.7","2004",""
"s333101","w79584","1","1","2014",""
"s318448","w79593","0","0.51","2006",""
"s444409","w79605","0","0.67","2011",""
"s76822","w79612","0","0.2","2014",""
"s222787","w79625","0","1","2014",""
"s506205","w79627","0","0.333","1991","2004"
"s480436","w79628","1","1","2015",""
"s473309","w79630","1","0.353","2015",""
"s418640","w79636","0","1","2009","2013"
"s406271","w79641","0","0.5","2010",""
"s431000","w79645","1","1","2014",""
"s372484","w79650","1","0.5","2014",""
"s171328","w79656","1","0.719","1982",""
"s371822","w79659","1","1","1981","2011"
"s487315","w79660","1","1","2000","2010"
"s200349","w79663","0","0.3","2005",""
"s147467","w79665","1","1","1996",""
"s128056","w79666","0","0.49","2015",""
"s243544","w79669","0","0.3","1899","1899"
"s463593","w79671","0","0.125","2012","2015"
"s151951","w79680","0","0.067","2015",""
"s506205","w79683","0","0.5","2014",""
"s407436","w79686","1","0.28","2003",""
"s27430","w79687","0","0.333","2003",""
"s367577","w79689","1","0.49","2006",""
"s83225","w79691","1","0.533","1996",""
"s506530","w79695","0","0.35","2008",""
"s502108","w79698","0","1","2012",""
"s70477","w79700","0","0.65","2011",""
"s296825","w79702","1","0.001","2012",""
"s94846","w79704","1","0.04","2015",""
"s68916","w79705","1","0.333","1993",""
"s267061","w79707","0","1","2011",""
"s443699","w79711","0","0.5","2015",""
"s406370","w79712","0","0.5","2007",""
"s369110","w79714","0","0.2","2014",""
"s448724","w79718","1","1","1994",""
"s239773","w79720","0","1","2012",""
"s478020","w79731","0","0.787","2004","2006"
"s244077","w79732","0","0.686","2014",""
"s203800","w79736","0","1","1997",""
"s54380","w79745","1","0.4","2015",""
"s200865","w79752","1","0.8","2001","2014"
"s186861","w79752","1","0.2","2001","2014"
"s231541","w79753","1","0.4","2004","2006"
"s172949","w79756","1","0.558","2004",""
"s2142","w79767","0","0.667","2004","2010"
"s348307","w79768","0","1","2004","2012"
"s269781","w79770","0","0.5","2011",""
"s336209","w79771","1","0.7","2001","2006"
"s398926","w79772","1","1","2005",""
"s431546","w79775","1","1","2010","2011"
"s272562","w79777","1","0.2","2011",""
"s428042","w79778","1","1","1992",""
"s352617","w79781","0","0.542","2006","2013"
"s223046","w79782","0","1","2013",""
"s456085","w79783","0","1","2014",""
"s59694","w79784","1","0.88","2004",""
"s34809","w79790","1","0.21","2005","2007"
"s344625","w79791","1","0.95","2009","2014"
"s289443","w79795","1","0.6","2001","2008"
"s460510","w79811","0","0.1","1992","2008"
"s135383","w79811","0","0.1","1992","2008"
"s376967","w79812","0","1","2014",""
"s202169","w79813","0","1","2011",""
"s410491","w79815","1","0.8","2000","2006"
"s357735","w79818","0","0.375","2011",""
"s62274","w79820","1","0.6","2008","2012"
"s212075","w79823","1","0.147","1999",""
"s341677","w79829","0","1","2009",""
"s90138","w79833","0","0.046","1994","2013"
"s286877","w79837","1","0.15","2001","2008"
"s127422","w79840","1","0.2","1996",""
"s234704","w79845","0","0.619","2012",""
"s43777","w79851","1","0.95","2014","2015"
"s184841","w79852","1","0.3","2004",""
"s390117","w79852","1","0.3","2004",""
"s204700","w79853","0","0.315","1999",""
"s256308","w79858","1","0.02","2012",""
"s298748","w79861","0","0.5","1998",""
"s96659","w79862","0","0.5","2006","2008"
"s14069","w79865","0","0.5","2011",""
"s349959","w79870","1","0.55","2008",""
"s350175","w79873","0","0.1","2004","2006"
"s62411","w79876","0","0.237","1995","2011"
"s202446","w79880","1","1","2008",""
"s351545","w79882","1","0.09","2014",""
"s472050","w79885","1","0.2","2011",""
"s174410","w79889","0","1","2014",""
"s431034","w79890","1","1","2015",""
"s147944","w79895","0","0.95","2010",""
"s525594","w79896","0","1","2010","2014"
"s256308","w79898","0","0.02","2013",""
"s88820","w79901","0","1","2014",""
"s472662","w79902","0","1","2015",""
"s41463","w79903","0","0.012","2015",""
"s64710","w79906","1","0.5","2015",""
"s28595","w79907","1","1","2005","2012"
"s270829","w79911","0","0.109","2006",""
"s202452","w79914","1","1","1992",""
"s29780","w79926","1","1","2014",""
"s239375","w79931","1","0.75","2003",""
"s51621","w79934","0","0.443","2000","2012"
"s206823","w79941","1","0.95","2012",""
"s481937","w79944","0","0.47","2013",""
"s354898","w79947","0","0.924","1991",""
"s256308","w79949","0","0.02","2013",""
"s510831","w79956","1","1","2001",""
"s206675","w79963","0","1","2014",""
"s64416","w79965","0","0.05","2002",""
"s40681","w79968","0","1","2000",""
"s413283","w79970","0","0.51","2014",""
"s411287","w79974","0","0.086","1995",""
"s356278","w79975","1","0.015","2014",""
"s46310","w79978","1","0.15","2013",""
"s456085","w79988","0","1","2015",""
"s45527","w79999","1","0.8","1998",""
"s395297","w80003","0","0.12","2010",""
"s440283","w80010","1","0.45","1994","2008"
"s101219","w80013","0","0.1","2005",""
"s255306","w80020","1","0.7","2003",""
"s10544","w80021","1","0.29","1998",""
"s69499","w80031","0","0.49","2014",""
"s184184","w80035","1","0.333","1995","2011"
"s90138","w80047","1","0.5","1985",""
"s371822","w80048","1","0.49","2013",""
"s427407","w80058","1","0.098","2015",""
"s134511","w80060","1","0.9","2014",""
"s171319","w80062","1","0.5","1995",""
"s82980","w80063","1","1","1998",""
"s126638","w80072","1","0.9","2012",""
"s309392","w80073","1","1","2007",""
"s321400","w80075","0","0.1","2007",""
"s495119","w80079","0","1","2014",""
"s85889","w80084","0","1","2014",""
"s132208","w80088","1","0.25","2010",""
"s13791","w80089","1","0.5","2012",""
"s218176","w80091","0","0.2","2015",""
"s41463","w80093","1","1","2014",""
"s446490","w80099","0","0.55","2012",""
"s435791","w80102","0","1","2009",""
"s67133","w80104","0","1","2014",""
"s423366","w80106","1","0.99","2014",""
"s141325","w80107","1","1","2013",""
"s295965","w80108","1","0.6","2000",""
"s97158","w80113","0","1","2012",""
"s501059","w80115","0","0.5","2015",""
"s399123","w80130","0","0.142","2013",""
"s512345","w80132","0","0.6","2014",""
"s431034","w80134","1","1","1992",""
"s31013","w80138","0","0.543","2000",""
"s497161","w80141","1","0.5","2014",""
"s470846","w80150","1","1","2015",""
"s121572","w80154","0","0.092","2015",""
"s224886","w80155","0","0.073","2015",""
"s203991","w80161","0","0.6","2004","2015"
"s431590","w80163","0","0.51","2004",""
"s186240","w80166","1","0.45","2014",""
"s150583","w80168","0","0.048","2007",""
"s506205","w80173","1","1","1993",""
"s119186","w80175","0","0.5","2015",""
"s339344","w80176","1","0.333","2001",""
"s154166","w80179","0","0.15","2013",""
"s203001","w80201","0","1","2011",""
"s446388","w80207","1","1","1989",""
"s237023","w80208","1","0.25","2014",""
"s394383","w80209","1","1","2005",""
"s222078","w80210","1","0.7","2006",""
"s473812","w80212","0","1","1997",""
"s466074","w80216","0","0.5","2005","2006"
"s47514","w80217","1","0.25","2014",""
"s267494","w80217","1","0.25","2014",""
"s88460","w80221","0","0.7","2013",""
"s380909","w80224","0","0.95","2013",""
"s402606","w80230","1","0.09","2010",""
"s5949","w80231","0","0.99","2014",""
"s2250","w80235","1","1","2005",""
"s347179","w80240","1","0.083","2014",""
"s264516","w80241","1","0.9","2013",""
"s413283","w80246","0","1","2010",""
"s280520","w80252","0","0.51","2011",""
"s298821","w80255","0","0.99","2015",""
"s406370","w80256","0","0.95","2012",""
"s191394","w80257","1","1","2004",""
"s405207","w80261","0","1","2014",""
"s150111","w80268","0","1","2015",""
"s40741","w80276","0","0.081","2005","2008"
"s14301","w80281","1","1","2007",""
"s369381","w80283","1","0.25","2001","2008"
"s90138","w80286","0","0.808","2012",""
"s214486","w80287","0","0.5","1998",""
"s248546","w80288","1","0.02","2002",""
"s479962","w80289","0","0.8","2001","2003"
"s206675","w80291","0","1","2010",""
"s62677","w80293","1","1","2007",""
"s97158","w80301","0","0.99","2011",""
"s60702","w80302","0","1","2013",""
"s389572","w80304","0","0.1","1999","2007"
"s509558","w80307","1","0.342","2011",""
"s148322","w80307","1","0.055","2011",""
"s395823","w80311","1","0.55","2011","2015"
"s385623","w80312","1","0.05","2004",""
"s284901","w80320","1","0.8","2010",""
"s186619","w80324","1","0.035","2004",""
"s295382","w80325","1","0.2","1999","2006"
"s313153","w80331","0","1","2012",""
"s51695","w80333","0","0.2","2009",""
"s348307","w80338","0","0.14","1999",""
"s403849","w80339","1","1","2009",""
"s58546","w80340","1","1","1988",""
"s246165","w80342","0","1","2010",""
"s177458","w80346","1","0.95","1997",""
"s105784","w80351","1","0.75","2006","2012"
"s373847","w80352","1","0.51","2007","2012"
"s392708","w80355","0","0.18","2011",""
"s118639","w80357","0","1","2010","2011"
"s101298","w80362","1","0.4","2003","2007"
"s523361","w80363","1","0.476","2015",""
"s373175","w80365","1","1","2009",""
"s111851","w80369","0","0.648","1994",""
"s267826","w80373","0","1","2002",""
"s410044","w80379","0","1","2011",""
"s387132","w80384","1","0.1","2014",""
"s202169","w80388","0","1","2009",""
"s302735","w80390","0","0.5","2006",""
"s443667","w80391","0","0.526","1993",""
"s30829","w80395","0","0.99","2013",""
"s184070","w80398","0","1","1991",""
"s424077","w80405","0","0.012","2014",""
"s512338","w80409","1","1","1984",""
"s11905","w80410","0","0.99","1999",""
"s244077","w80414","0","0.45","1992",""
"s523189","w80416","1","1","2015",""
"s272366","w80421","1","0.6","2006","2007"
"s358514","w80425","0","0.9","2006",""
"s434694","w80429","1","1","2001","2013"
"s30976","w80434","0","1","2002",""
"s322450","w80441","1","0.101","2002",""
"s205452","w80450","1","0.7","2010",""
"s222285","w80451","1","0.99","2012",""
"s465460","w80452","0","0.75","2015",""
"s386281","w80453","1","0.5","2003",""
"s514506","w80455","1","0.333","2004",""
"s142625","w80458","0","1","2015","2015"
"s515193","w80465","1","0.83","2005",""
"s246744","w80466","1","0.1","2003","2007"
"s224794","w80466","1","0.9","2003","2007"
"s180023","w80468","1","0.111","2000","2011"
"s241231","w80472","0","1","2013",""
"s414397","w80474","0","0.175","2013",""
"s95953","w80475","0","1","2012",""
"s362639","w80483","0","1","2011",""
"s357469","w80485","1","1","2004",""
"s516563","w80486","1","0.5","2015",""
"s239415","w80487","0","1","2013",""
"s477847","w80488","1","1","2011",""
"s94795","w80489","1","1","2009",""
"s300848","w80492","0","1","2015",""
"s183106","w80494","0","0.4","2007",""
"s309487","w80498","1","0.5","2014",""
"s251285","w80499","0","0.25","2005",""
"s47810","w80502","1","0.792","2000","2012"
"s300331","w80504","1","0.762","2007",""
"s336370","w80507","0","0.25","2006",""
"s451691","w80510","1","1","2012",""
"s176894","w80521","1","1","2012",""
"s372332","w80522","0","0.02","2014",""
"s263055","w80524","0","0.3","2015",""
"s87121","w80526","0","0.8","2010",""
"s305379","w80527","1","0.123","2013",""
"s244077","w80529","0","1","2010",""
"s104033","w80533","1","1","2009",""
"s508464","w80534","1","1","2014",""
"s298689","w80538","1","1","2007",""
"s276028","w80542","0","1","2014",""
"s352715","w80546","0","0.8","2002","2004"
"s7311","w80548","0","0.1","2012",""
"s70477","w80551","0","0.5","2013",""
"s324482","w80560","1","0.266","2013",""
"s196105","w80561","0","1","2014",""
"s481896","w80562","0","1","2012",""
"s354466","w80565","0","0.9","2011",""
"s467378","w80566","0","1","1995","2007"
"s467397","w80568","1","0.002","2014",""
"s256308","w80569","0","0.022","2012",""
"s43064","w80573","0","0.95","2011","2012"
"s174937","w80578","1","0.9","2011",""
"s123782","w80579","1","0.1","2010",""
"s236069","w80584","0","0.51","2009",""
"s443277","w80586","0","1","2013",""
"s140637","w80587","1","1","2004",""
"s74370","w80589","0","0.056","2013",""
"s232858","w80590","1","0.05","2005",""
"s178459","w80592","0","1","1995",""
"s261017","w80594","1","0.9","2014",""
"s181409","w80596","0","0.49","2013",""
"s281779","w80597","0","0.717","1970",""
"s427728","w80599","0","0.8","1988",""
"s335414","w80600","0","1","2014",""
"s196381","w80601","0","0.2","2014",""
"s389042","w80602","0","1","2009",""
"s436100","w80603","1","0.319","2014",""
"s119694","w80609","1","0.2","1998","2008"
"s520977","w80613","1","0.209","2010",""
"s311743","w80613","1","0.126","2010",""
"s181463","w80613","1","0.126","2010",""
"s427821","w80614","1","0.4","2003",""
"s139289","w80615","1","1","2012",""
"s307582","w80618","1","0.579","1998",""
"s488465","w80619","0","1","2001",""
"s149939","w80620","1","1","2010",""
"s25064","w80623","0","0.2","2010",""
"s514776","w80624","1","0.65","2005",""
"s150353","w80626","0","1","1990",""
"s48551","w80631","0","0.51","2008",""
"s189506","w80640","0","0.4","2003","2013"
"s194549","w80645","0","1","2009",""
"s60163","w80650","0","1","1990","2009"
"s43800","w80651","0","0.74","2011","2012"
"s486458","w80654","1","0.99","2014",""
"s515635","w80658","1","0.5","2002",""
"s334830","w80664","1","0.63","2012",""
"s293671","w80672","1","0.8","2014",""
"s202555","w80680","0","0.2","2003",""
"s391242","w80683","1","0.2","2008",""
"s522362","w80685","0","1","2015",""
"s175206","w80686","0","1","2011",""
"s296825","w80689","1","0","2013",""
"s90310","w80690","0","0.545","2011",""
"s464507","w80695","0","0.246","2009",""
"s509082","w80702","0","1","2012",""
"s156662","w80709","1","0.9","2012","2015"
"s215687","w80710","1","0.49","2014",""
"s415854","w80712","1","1","2013",""
"s71844","w80713","0","0.51","1992",""
"s485471","w80716","0","0.51","2013",""
"s62539","w80718","0","0.333","2014",""
"s463196","w80719","1","0.96","2002",""
"s26261","w80720","1","0.5","2014",""
"s227168","w80722","0","0.5","2011","2012"
"s106738","w80723","1","1","1994","2006"
"s433344","w80727","0","0.375","2007",""
"s19518","w80730","0","0.333","2013",""
"s490452","w80732","1","0.1","2013",""
"s227545","w80734","0","0.3","2008",""
"s18153","w80737","1","1","1956","2010"
"s348738","w80741","0","1","2006",""
"s67195","w80745","1","0.5","2012",""
"s15400","w80746","0","0.617","2014",""
"s224349","w80747","1","0.029","2012",""
"s498694","w80748","0","0.1","1999",""
"s29628","w80751","1","0.5","2009",""
"s441285","w80754","0","0.65","2011",""
"s330899","w80755","0","0.6","2011",""
"s95386","w80762","1","0.12","2013",""
"s114988","w80763","0","1","2013",""
"s297967","w80764","1","0.9","2013",""
"s71501","w80768","1","0.255","2001",""
"s359089","w80770","0","1","2012",""
"s491931","w80772","1","1","2000",""
"s201701","w80775","1","0.375","2014",""
"s476723","w80780","1","0.3","2014",""
"s363453","w80782","1","0.6","2014",""
"s316277","w80791","1","0.306","2014",""
"s236304","w80793","0","0.3","2014",""
"s271939","w80795","0","0.79","2013",""
"s449926","w80799","1","0.6","2015",""
"s426991","w80803","1","0.67","2004","2007"
"s255199","w80811","1","1","2012",""
"s214953","w80813","1","1","2014",""
"s421773","w80814","1","1","2011",""
"s155750","w80815","0","0.1","2001","2007"
"s222815","w80819","0","0.033","1994",""
"s490179","w80820","0","0.35","2014",""
"s525443","w80821","1","0.25","2007","2010"
"s77515","w80823","1","0.333","2006",""
"s109960","w80825","0","1","1993","2012"
"s34916","w80827","1","1","2010",""
"s519300","w80828","1","0.839","2013",""
"s520726","w80833","0","0.1","2010",""
"s49889","w80833","0","0.39","2010",""
"s300862","w80834","0","0.167","2015",""
"s420772","w80836","1","1","2010",""
"s376246","w80839","1","0.048","2013",""
"s290547","w80839","1","0.048","2013",""
"s18153","w80843","1","1","2000",""
"s40878","w80846","0","1","2013",""
"s148322","w80847","0","0.1","2015",""
"s18383","w80851","0","1","2011",""
"s40878","w80854","0","1","2011",""
"s295382","w80857","1","1","2012",""
"s512338","w80862","1","0.4","2002",""
"s66583","w80870","1","1","2013",""
"s22902","w80876","0","0.29","2013",""
"s445357","w80880","1","1","2012",""
"s83869","w80885","0","0.333","2013",""
"s443330","w80886","1","0.12","2002","2006"
"s97158","w80887","0","1","2014",""
"s185751","w80888","1","1","2013",""
"s145633","w80890","1","0.167","1995","2010"
"s54741","w80896","1","1","1998",""
"s323683","w80900","1","1","1991",""
"s418408","w80904","0","1","2014",""
"s11644","w80905","0","1","2006",""
"s4780","w80908","1","1","2009",""
"s311425","w80910","0","0.26","1996","2011"
"s202169","w80917","0","1","2002",""
"s293564","w80920","1","0.111","2007",""
"s458497","w80923","0","0.359","2010",""
"s375955","w80923","0","0.226","2010",""
"s487358","w80923","0","0.022","2010",""
"s256308","w80926","0","0.007","2012",""
"s401491","w80928","0","0.5","2003",""
"s212337","w80931","0","1","2015",""
"s102592","w80933","0","0.51","2006","2010"
"s369857","w80945","1","0.51","2014",""
"s387416","w80954","1","1","1995","2008"
"s469363","w80957","1","0.5","2002",""
"s132857","w80961","1","0.18","2000",""
"s226328","w80963","0","0.49","2011",""
