EID,TARGET,ENDDATE
"s235654",0,""
"s235656",0,""
"s235658",0,""
"s235659",0,""
"s235660",0,""
"s235663",0,""
"s235668",0,""
"s235679",0,""
"s235683",1,"201707"
"s235686",0,""
"s235692",0,""
"s23570",0,""
"s235704",0,""
"s235706",0,""
"s23571",0,""
"s235710",0,""
"s235711",0,""
"s23572",0,""
"s235729",0,""
"s235735",0,""
"s235736",0,""
"s235737",1,"201609"
"s235739",0,""
"s235747",1,"201707"
"s235750",0,""
"s235751",0,""
"s235754",1,"201706"
"s235758",0,""
"s235764",1,"201612"
"s235775",0,""
"s235782",0,""
"s235786",0,""
"s235794",1,"201707"
"s235797",0,""
"s23580",0,""
"s235800",0,""
"s235801",0,""
"s235806",0,""
"s235818",0,""
"s235819",0,""
"s235820",0,""
"s235827",0,""
"s235829",1,"201705"
"s235831",0,""
"s235832",0,""
"s235838",1,"201607"
"s235846",0,""
"s235850",0,""
"s235851",0,""
"s235856",0,""
"s235860",0,""
"s235864",1,"201701"
"s235874",0,""
"s235876",0,""
"s23588",0,""
"s235882",1,"201605"
"s235884",0,""
"s235885",0,""
"s235889",0,""
"s235893",0,""
"s235905",0,""
"s235906",0,""
"s235907",0,""
"s235915",0,""
"s235921",0,""
"s235926",1,"201607"
"s23593",0,""
"s235931",0,""
"s235935",0,""
"s235936",0,""
"s235941",0,""
"s235948",1,"201607"
"s235951",1,"201607"
"s235953",0,""
"s235954",1,"201611"
"s235959",0,""
"s235960",0,""
"s235961",0,""
"s235963",0,""
"s235966",0,""
"s235969",0,""
"s23597",0,""
"s235970",0,""
"s235979",1,"201607"
"s235990",0,""
"s235993",0,""
"s235995",0,""
"s236",1,"201609"
"s236000",0,""
"s236006",0,""
"s23601",0,""
"s236011",0,""
"s236012",0,""
"s236016",0,""
"s236031",0,""
"s236033",0,""
"s236045",0,""
"s236049",0,""
"s236050",1,"201608"
"s236052",0,""
"s236057",0,""
"s236063",0,""
"s236066",0,""
"s236069",1,"201609"
"s236072",0,""
"s236081",0,""
"s236084",0,""
"s236085",0,""
"s236087",0,""
"s236093",1,"201612"
"s236095",0,""
"s236096",0,""
"s2361",0,""
"s236115",1,"201606"
"s236116",0,""
"s236121",0,""
"s236122",0,""
"s236132",1,"201607"
"s236136",0,""
"s236138",0,""
"s236139",0,""
"s236141",0,""
"s236145",0,""
"s23615",0,""
"s23616",1,"201603"
"s236170",0,""
"s236174",0,""
"s236179",0,""
"s236187",0,""
"s236192",0,""
"s236197",0,""
"s236201",0,""
"s236202",0,""
"s236203",0,""
"s236204",0,""
"s236205",1,"201607"
"s236207",0,""
"s236210",0,""
"s236213",1,"201607"
"s236214",0,""
"s236219",0,""
"s236221",0,""
"s236222",0,""
"s236227",0,""
"s236229",0,""
"s23623",0,""
"s236236",0,""
"s236238",0,""
"s236239",1,"201511"
"s236240",0,""
"s236242",0,""
"s236245",0,""
"s236246",0,""
"s236248",0,""
"s236249",0,""
"s23625",0,""
"s236252",0,""
"s236256",0,""
"s236261",0,""
"s23627",0,""
"s236275",0,""
"s236277",0,""
"s236278",0,""
"s23628",1,"201701"
"s236282",0,""
"s236285",0,""
"s236286",0,""
"s23629",0,""
"s236290",0,""
"s236294",1,"201612"
"s23630",0,""
"s236302",1,"201601"
"s236305",0,""
"s236311",1,"201611"
"s236314",0,""
"s236316",0,""
"s236317",0,""
"s236320",0,""
"s236325",0,""
"s23633",0,""
"s236330",0,""
"s236331",0,""
"s236335",0,""
"s236337",1,"201601"
"s236338",0,""
"s236344",0,""
"s236348",0,""
"s236349",0,""
"s236351",0,""
"s236359",0,""
"s23636",0,""
"s236361",0,""
"s236367",0,""
"s236368",0,""
"s23637",1,"201612"
"s236371",0,""
"s236372",0,""
"s236376",0,""
"s236377",0,""
"s236379",0,""
"s236380",0,""
"s23639",0,""
"s236391",0,""
"s236393",0,""
"s236397",0,""
"s236411",0,""
"s236413",1,"201607"
"s236418",0,""
"s236422",0,""
"s236425",0,""
"s236429",0,""
"s23643",0,""
"s236432",0,""
"s236434",0,""
"s236438",0,""
"s236441",0,""
"s236442",0,""
"s236444",0,""
"s236446",1,"201607"
"s236449",0,""
"s236453",0,""
"s236454",1,"201605"
"s236458",0,""
"s236461",0,""
"s236463",0,""
"s236484",0,""
"s236487",0,""
"s236492",0,""
"s236494",0,""
"s236501",1,"201607"
"s236502",0,""
"s236506",0,""
"s236515",0,""
"s236517",0,""
"s236519",0,""
"s236520",0,""
"s236523",0,""
"s236533",0,""
"s236540",1,"201612"
"s236541",0,""
"s236543",0,""
"s236552",0,""
"s236554",0,""
"s236556",0,""
"s236559",1,"201608"
"s23656",0,""
"s236571",0,""
"s236575",0,""
"s236577",0,""
"s236581",0,""
"s236583",1,"201701"
"s236586",0,""
"s236588",0,""
"s23659",1,"201601"
"s236593",0,""
"s236601",0,""
"s236603",0,""
"s236605",0,""
"s236618",1,"201609"
"s236623",1,"201607"
"s236624",0,""
"s236626",0,""
"s236632",0,""
"s236643",0,""
"s236645",0,""
"s236647",0,""
"s236648",0,""
"s23665",0,""
"s236650",0,""
"s236653",1,"201707"
"s236656",0,""
"s236658",0,""
"s236663",0,""
"s236668",0,""
"s236670",0,""
"s236674",0,""
"s236679",0,""
"s236680",0,""
"s236682",0,""
"s236684",0,""
"s236686",0,""
"s236690",0,""
"s236693",0,""
"s236699",0,""
"s2367",1,"201511"
"s236703",0,""
"s236714",0,""
"s236716",0,""
"s236717",0,""
"s236718",0,""
"s236720",0,""
"s23673",0,""
"s236730",0,""
"s236742",1,"201607"
"s236743",0,""
"s236746",1,"201607"
"s236747",0,""
"s236751",0,""
"s236754",1,"201607"
"s236758",0,""
"s236769",0,""
"s236771",0,""
"s236773",0,""
"s236775",0,""
"s236778",0,""
"s236782",0,""
"s236783",1,"201702"
"s236790",1,"201509"
"s236793",0,""
"s236794",0,""
"s236796",0,""
"s236801",0,""
"s236804",0,""
"s236807",0,""
"s236809",0,""
"s236810",0,""
"s236813",1,"201607"
"s236834",0,""
"s236835",1,"201607"
"s236840",1,"201609"
"s236845",0,""
"s236846",0,""
"s236850",0,""
"s236851",0,""
"s236853",0,""
"s236855",0,""
"s236859",0,""
"s236862",0,""
"s236868",0,""
"s236873",0,""
"s23688",0,""
"s236880",0,""
"s236883",0,""
"s236885",0,""
"s236891",0,""
"s236892",0,""
"s236896",0,""
"s236903",0,""
"s236904",0,""
"s236920",0,""
"s236922",0,""
"s236930",0,""
"s236931",0,""
"s236939",0,""
"s236949",1,"201608"
"s236951",1,"201509"
"s236952",0,""
"s236955",0,""
"s236957",1,"201605"
"s236958",0,""
"s236973",0,""
"s236982",0,""
"s236983",0,""
"s236987",0,""
"s236988",0,""
"s23699",1,"201510"
"s236990",0,""
"s236992",0,""
"s236993",0,""
"s236994",0,""
"s236998",0,""
"s2370",1,"201511"
"s237000",0,""
"s237001",1,"201707"
"s237006",0,""
"s237011",1,"201707"
"s237015",0,""
"s237019",0,""
"s23702",1,"201707"
"s237021",0,""
"s237035",1,"201609"
"s237048",0,""
"s237049",0,""
"s237052",0,""
"s237053",0,""
"s237058",0,""
"s237062",0,""
"s237067",0,""
"s237068",0,""
"s237069",0,""
"s23707",0,""
"s237070",0,""
"s23708",0,""
"s237081",0,""
"s237083",0,""
"s237090",0,""
"s237093",1,"201611"
"s237097",0,""
"s2371",0,""
"s237100",0,""
"s237106",1,"201611"
"s237107",0,""
"s237108",0,""
"s237109",0,""
"s237112",0,""
"s237118",0,""
"s237122",0,""
"s237123",1,"201609"
"s237133",0,""
"s237138",0,""
"s237139",0,""
"s23714",0,""
"s237146",0,""
"s237150",0,""
"s237157",0,""
"s237158",0,""
"s237161",1,"201612"
"s237163",0,""
"s237164",0,""
"s237167",0,""
"s237176",0,""
"s237179",0,""
"s237180",1,"201512"
"s237187",0,""
"s237188",0,""
"s237197",0,""
"s2372",0,""
"s237202",0,""
"s23721",0,""
"s237211",0,""
"s237212",0,""
"s237215",0,""
"s237216",0,""
"s237217",1,"201512"
"s23722",1,"201701"
"s237220",0,""
"s237225",0,""
"s237231",0,""
"s237243",0,""
"s237244",0,""
"s237253",0,""
"s237260",0,""
"s237263",1,"201602"
"s237264",0,""
"s237265",0,""
"s237273",0,""
"s237285",0,""
"s237287",0,""
"s237290",0,""
"s237293",1,"201707"
"s237298",0,""
"s237302",0,""
"s23731",0,""
"s237314",0,""
"s237318",0,""
"s237328",0,""
"s237329",0,""
"s23733",0,""
"s237330",0,""
"s23734",1,"201607"
"s237342",0,""
"s237349",0,""
"s237350",0,""
"s237354",0,""
"s237356",1,"201607"
"s23736",0,""
"s237361",0,""
"s237362",1,"201611"
"s237369",0,""
"s237373",0,""
"s237376",0,""
"s237377",0,""
"s23738",0,""
"s237385",0,""
"s237389",0,""
"s237394",1,"201611"
"s237398",0,""
"s237399",0,""
"s237404",1,"201607"
"s237406",0,""
"s237408",0,""
"s237409",0,""
"s237413",0,""
"s237414",0,""
"s237421",0,""
"s237428",1,"201604"
"s23743",0,""
"s237435",0,""
"s237439",0,""
"s23744",1,"201609"
"s237445",0,""
"s23745",0,""
"s237453",0,""
"s237461",0,""
"s237462",0,""
"s237481",0,""
"s237482",0,""
"s237492",0,""
"s237497",0,""
"s23750",1,"201707"
"s237500",1,"201607"
"s237506",0,""
"s237515",0,""
"s23752",0,""
"s237530",0,""
"s237532",0,""
"s237536",0,""
"s237538",0,""
"s237541",1,"201606"
"s237543",0,""
"s237556",0,""
"s237559",0,""
"s237560",0,""
"s237565",0,""
"s237566",0,""
"s237569",0,""
"s23757",0,""
"s237572",0,""
"s237573",0,""
"s237575",0,""
"s23758",1,"201611"
"s237582",0,""
"s237587",1,"201703"
"s237588",0,""
"s237591",0,""
"s237601",0,""
"s237604",0,""
"s237626",0,""
"s237634",0,""
"s237636",0,""
"s237645",0,""
"s237650",0,""
"s237654",0,""
"s237658",1,"201708"
"s237663",0,""
"s237670",0,""
"s237674",0,""
"s237680",0,""
"s237692",0,""
"s237694",0,""
"s237701",0,""
"s23771",0,""
"s237712",1,"201707"
"s237713",0,""
"s237721",1,"201607"
"s23773",0,""
"s237736",0,""
"s237738",0,""
"s23774",0,""
"s237744",0,""
"s237750",0,""
"s237752",0,""
"s237755",0,""
"s23776",0,""
"s237763",1,"201607"
"s237769",0,""
"s237774",0,""
"s237778",1,"201509"
"s237779",0,""
"s23778",0,""
"s237780",0,""
"s237782",0,""
"s237789",0,""
"s237798",1,"201607"
"s23781",0,""
"s237810",0,""
"s237812",0,""
"s23782",0,""
"s237820",0,""
"s23783",0,""
"s237831",0,""
"s237835",0,""
"s237838",0,""
"s237840",0,""
"s237852",0,""
"s237856",0,""
"s237857",0,""
"s23786",0,""
"s237860",0,""
"s237865",0,""
"s237868",0,""
"s237874",0,""
"s237878",1,"201607"
"s23788",0,""
"s237880",1,"201601"
"s237883",0,""
"s237887",0,""
"s23789",0,""
"s237895",0,""
"s237896",0,""
"s237898",0,""
"s23790",0,""
"s237902",0,""
"s237904",0,""
"s237905",0,""
"s23791",0,""
"s237913",0,""
"s237915",0,""
"s237916",0,""
"s237930",0,""
"s237932",0,""
"s237933",0,""
"s237941",0,""
"s237942",0,""
"s237947",0,""
"s237948",1,"201612"
"s23795",0,""
"s237952",0,""
"s237953",0,""
"s237967",0,""
"s237968",0,""
"s237969",0,""
"s237978",0,""
"s237979",0,""
"s237983",0,""
"s237989",1,"201601"
"s237990",0,""
"s237992",0,""
"s237998",1,"201705"
"s238003",0,""
"s238012",0,""
"s238013",0,""
"s238015",0,""
"s238023",0,""
"s238026",0,""
"s238029",0,""
"s238033",0,""
"s238035",0,""
"s238036",0,""
"s238039",0,""
"s238049",0,""
"s23805",0,""
"s238054",0,""
"s238059",1,"201702"
"s23806",0,""
"s238065",0,""
"s238066",0,""
"s238067",0,""
"s238070",0,""
"s238074",0,""
"s238078",0,""
"s238082",0,""
"s238087",0,""
"s238093",0,""
"s238094",0,""
"s238099",0,""
"s238100",1,"201612"
"s238101",1,"201707"
"s238104",0,""
"s238105",0,""
"s238114",0,""
"s238122",0,""
"s238123",0,""
"s238138",0,""
"s238156",0,""
"s238158",0,""
"s238163",0,""
"s238164",1,"201612"
"s238175",0,""
"s238177",0,""
"s238186",0,""
"s23819",0,""
"s238191",0,""
"s2382",0,""
"s23820",0,""
"s238202",0,""
"s238205",0,""
"s238216",0,""
"s238220",1,"201607"
"s238221",0,""
"s238225",0,""
"s238230",0,""
"s238231",0,""
"s238233",0,""
"s238237",0,""
"s238239",0,""
"s23824",0,""
"s238246",0,""
"s238252",0,""
"s238253",0,""
"s23826",0,""
"s238262",0,""
"s238263",1,"201609"
"s238265",0,""
"s238271",0,""
"s238293",0,""
"s238309",0,""
"s238319",0,""
"s238325",0,""
"s238328",1,"201703"
"s238331",0,""
"s238333",0,""
"s238334",0,""
"s238335",0,""
"s238338",1,"201510"
"s238341",0,""
"s238344",0,""
"s238346",0,""
"s238347",0,""
"s238349",0,""
"s238368",0,""
"s23837",0,""
"s238370",1,"201607"
"s238376",1,"201611"
"s238384",0,""
"s238386",0,""
"s238398",0,""
"s238400",0,""
"s238407",1,"201706"
"s238409",0,""
"s238411",0,""
"s238412",0,""
"s238417",0,""
"s238420",0,""
"s238421",0,""
"s238424",0,""
"s238425",0,""
"s238428",0,""
"s238439",0,""
"s238441",0,""
"s238444",0,""
"s238445",0,""
"s238449",0,""
"s238451",0,""
"s238454",1,"201609"
"s238458",0,""
"s238460",0,""
"s238464",0,""
"s238466",0,""
"s238473",0,""
"s238474",0,""
"s238477",0,""
"s238478",0,""
"s238479",0,""
"s23848",0,""
"s238485",0,""
"s238489",0,""
"s23849",0,""
"s238502",0,""
"s238504",0,""
"s238510",0,""
"s238512",1,"201607"
"s238514",0,""
"s238517",0,""
"s238519",0,""
"s238521",0,""
"s238524",0,""
"s238535",0,""
"s238536",0,""
"s23854",0,""
"s238545",0,""
"s238549",0,""
"s238552",0,""
"s238556",0,""
"s23856",0,""
"s238561",0,""
"s238563",0,""
"s238568",0,""
"s238569",0,""
"s238574",0,""
"s238581",0,""
"s238582",0,""
"s238583",0,""
"s238585",1,"201604"
"s238593",0,""
"s238596",0,""
"s238601",0,""
"s238602",0,""
"s238604",0,""
"s238606",0,""
"s238621",0,""
"s238625",0,""
"s23863",0,""
"s238636",1,"201612"
"s238658",0,""
"s238662",0,""
"s238668",0,""
"s23867",0,""
"s238671",0,""
"s238672",0,""
"s238676",0,""
"s238684",0,""
"s238691",0,""
"s238694",0,""
"s238696",0,""
"s2387",0,""
"s238711",0,""
"s238716",0,""
"s238732",0,""
"s238736",0,""
"s238742",0,""
"s238747",0,""
"s238751",0,""
"s238759",0,""
"s238761",0,""
"s238763",0,""
"s238764",0,""
"s238765",0,""
"s23877",0,""
"s238771",0,""
"s238779",1,"201607"
"s238780",0,""
"s238787",0,""
"s238790",0,""
"s2388",0,""
"s238800",0,""
"s238801",1,"201706"
"s238810",0,""
"s238813",0,""
"s238817",0,""
"s23882",1,"201612"
"s238845",1,"201703"
"s238847",1,"201611"
"s238852",1,"201704"
"s238860",0,""
"s238865",0,""
"s238866",0,""
"s238872",0,""
"s238874",1,"201607"
"s238886",1,"201607"
"s23889",0,""
"s238893",1,"201607"
"s238897",0,""
"s238902",0,""
"s238905",0,""
"s238907",1,"201607"
"s238908",0,""
"s238909",0,""
"s238915",0,""
"s238921",0,""
"s238927",0,""
"s238930",0,""
"s238938",0,""
"s238942",0,""
"s23895",1,"201612"
"s238950",0,""
"s238957",0,""
"s238960",0,""
"s238971",0,""
"s238976",0,""
"s238977",0,""
"s238978",0,""
"s23898",0,""
"s238987",0,""
"s238988",0,""
"s238989",0,""
"s238996",0,""
"s238998",0,""
"s23900",0,""
"s239003",0,""
"s239014",0,""
"s239017",0,""
"s239023",0,""
"s239024",0,""
"s239030",1,"201609"
"s239033",0,""
"s239036",0,""
"s239039",0,""
"s239047",1,"201607"
"s239049",0,""
"s239073",0,""
"s239075",0,""
"s239077",0,""
"s239083",1,"201706"
"s239088",1,"201510"
"s239101",0,""
"s239112",0,""
"s239114",0,""
"s239115",0,""
"s239116",0,""
"s239117",0,""
"s23912",0,""
"s239120",0,""
"s239122",0,""
"s239134",0,""
"s239138",0,""
"s239141",0,""
"s239142",0,""
"s239145",0,""
"s239151",0,""
"s239153",1,"201607"
"s239154",0,""
"s239162",0,""
"s239163",1,"201607"
"s239164",0,""
"s239168",0,""
"s239169",1,"201607"
"s23917",0,""
"s239172",0,""
"s239173",0,""
"s239174",0,""
"s239185",0,""
"s239194",0,""
"s239195",0,""
"s239199",0,""
"s23920",0,""
"s239202",0,""
"s239207",0,""
"s239209",0,""
"s239212",0,""
"s239217",0,""
"s239224",1,"201612"
"s239225",0,""
"s239227",0,""
"s23923",0,""
"s239231",0,""
"s239240",0,""
"s239244",0,""
"s239246",1,"201607"
"s239249",0,""
"s23925",0,""
"s239253",0,""
"s239254",1,"201705"
"s239258",0,""
"s239274",0,""
"s239279",0,""
"s239281",0,""
"s239284",0,""
"s239285",1,"201609"
"s239288",0,""
"s239298",1,"201607"
"s2393",0,""
"s239305",1,"201607"
"s239311",1,"201607"
"s239318",0,""
"s239322",0,""
"s239324",0,""
"s23934",0,""
"s239340",0,""
"s239348",0,""
"s239349",1,"201706"
"s23935",0,""
"s239351",0,""
"s239353",0,""
"s239354",0,""
"s239356",0,""
"s239360",0,""
"s239362",0,""
"s239363",0,""
"s239365",0,""
"s239369",0,""
"s239374",0,""
"s239378",0,""
"s239381",0,""
"s239389",0,""
"s23939",0,""
"s239391",0,""
"s239392",1,"201609"
"s239394",0,""
"s239401",0,""
"s239403",0,""
"s239409",0,""
"s239416",0,""
"s239420",0,""
"s239421",0,""
"s239423",0,""
"s239431",0,""
"s239433",0,""
"s239438",0,""
"s239442",0,""
"s239458",0,""
"s239461",0,""
"s239462",1,"201612"
"s239467",0,""
"s239471",1,"201708"
"s239478",1,"201611"
"s23948",0,""
"s239481",0,""
"s239487",0,""
"s239489",0,""
"s239490",0,""
"s239499",1,"201607"
"s23950",1,"201511"
"s239504",0,""
"s239506",0,""
"s239510",0,""
"s239516",0,""
"s239519",0,""
"s239520",0,""
"s239522",0,""
"s239524",0,""
"s239533",0,""
"s239535",0,""
"s239546",0,""
"s239550",0,""
"s239557",0,""
"s239565",0,""
"s239566",1,"201607"
"s239570",0,""
"s239571",0,""
"s239573",0,""
"s239580",0,""
"s239584",0,""
"s239585",0,""
"s239587",1,"201607"
"s239590",0,""
"s23960",0,""
"s239604",1,"201607"
"s239605",0,""
"s239608",0,""
"s239610",0,""
"s239614",0,""
"s239615",0,""
"s239616",0,""
"s239620",0,""
"s239625",0,""
"s239627",0,""
"s239628",1,"201607"
"s239632",0,""
"s239638",0,""
"s239645",0,""
"s23965",0,""
"s239659",0,""
"s239661",0,""
"s239662",0,""
"s239667",0,""
"s239668",1,"201703"
"s23967",0,""
"s239678",1,"201702"
"s239682",0,""
"s239689",0,""
"s239690",0,""
"s239691",0,""
"s239692",0,""
"s239706",0,""
"s23971",0,""
"s239712",1,"201607"
"s239713",0,""
"s239715",0,""
"s23972",0,""
"s239720",1,"201607"
"s239724",0,""
"s239725",0,""
"s239726",1,"201707"
"s239727",0,""
"s239730",0,""
"s239733",0,""
"s239735",1,"201701"
"s239736",0,""
"s239737",0,""
"s239739",0,""
"s239742",0,""
"s239746",0,""
"s23975",1,"201701"
"s239766",0,""
"s239767",0,""
"s239773",1,"201701"
"s239774",0,""
"s23978",0,""
"s239785",0,""
"s239787",0,""
"s239788",0,""
"s239794",1,"201705"
"s239795",0,""
"s239797",0,""
"s239798",1,"201611"
"s239799",0,""
"s239801",0,""
"s239807",0,""
"s239812",0,""
"s239815",0,""
"s239818",0,""
"s239819",0,""
"s239820",0,""
"s239822",0,""
"s239825",0,""
"s239835",0,""
"s239839",0,""
"s239841",0,""
"s239843",0,""
"s239845",1,"201706"
"s239859",1,"201701"
"s239863",0,""
"s239868",0,""
"s23987",0,""
"s239871",0,""
"s239880",0,""
"s239904",1,"201512"
"s239906",0,""
"s239908",0,""
"s239909",0,""
"s239917",0,""
"s239919",1,"201610"
"s239942",0,""
"s239953",0,""
"s239955",0,""
"s239957",0,""
"s23996",0,""
"s239965",1,"201611"
"s23997",0,""
"s239976",0,""
"s239980",0,""
"s239985",0,""
"s239986",0,""
"s239987",0,""
"s239991",1,"201607"
"s239995",0,""
"s240",1,"201607"
"s24000",0,""
"s240005",1,"201611"
"s240007",0,""
"s240012",0,""
"s240013",0,""
"s240015",0,""
"s240019",0,""
"s240021",0,""
"s240024",0,""
"s240028",0,""
"s240029",0,""
"s240037",0,""
"s240047",0,""
"s240051",0,""
"s240056",1,"201510"
"s240060",0,""
"s240061",0,""
"s240068",0,""
"s240073",1,"201511"
"s240074",0,""
"s240080",0,""
"s240085",0,""
"s240088",0,""
"s240090",0,""
"s240096",1,"201606"
"s240097",0,""
"s240101",0,""
"s240111",0,""
"s240113",0,""
"s240120",0,""
"s240122",0,""
"s240124",0,""
"s240127",0,""
"s240132",0,""
"s240133",0,""
"s240134",0,""
"s240136",0,""
"s240141",0,""
"s240142",0,""
"s240143",0,""
"s240144",0,""
"s240151",0,""
"s240157",0,""
"s240162",0,""
"s240166",0,""
"s240168",0,""
"s240174",0,""
"s240179",0,""
"s240180",0,""
"s240197",0,""
"s240199",0,""
"s240201",0,""
"s240205",0,""
"s240209",0,""
"s240211",1,"201704"
"s240215",0,""
"s240217",0,""
"s240219",0,""
"s240221",0,""
"s240230",0,""
"s240233",0,""
"s240234",0,""
"s240238",0,""
"s240241",0,""
"s240243",0,""
"s24025",1,"201707"
"s240254",0,""
"s240256",0,""
"s240268",0,""
"s240282",0,""
"s240286",1,"201607"
"s240287",0,""
"s240298",0,""
"s24030",0,""
"s240303",0,""
"s240307",1,"201605"
"s240311",0,""
"s240313",0,""
"s240316",0,""
"s24032",0,""
"s240322",0,""
"s240323",0,""
"s240328",0,""
"s240331",0,""
"s240332",1,"201704"
"s240333",0,""
"s24034",0,""
"s240343",0,""
"s240349",0,""
"s240350",0,""
"s240354",0,""
"s240358",0,""
"s24036",0,""
"s240360",0,""
"s240368",0,""
"s240369",0,""
"s240370",0,""
"s240373",0,""
"s240376",0,""
"s240380",0,""
"s240383",0,""
"s240386",0,""
"s24039",0,""
"s240391",1,"201607"
"s240400",0,""
"s240407",1,"201612"
"s24041",0,""
"s240410",0,""
"s240412",0,""
"s240414",0,""
"s240425",0,""
"s240428",0,""
"s24043",0,""
"s240432",0,""
"s240435",0,""
"s240443",0,""
"s240447",0,""
"s240450",1,"201607"
"s240454",0,""
"s240456",0,""
"s240460",0,""
"s240465",0,""
"s240466",0,""
"s240467",0,""
"s240473",0,""
"s240476",0,""
"s240494",0,""
"s240495",0,""
"s240502",0,""
"s24051",0,""
"s240513",0,""
"s240515",0,""
"s240519",0,""
"s24052",1,"201607"
"s240528",0,""
"s24053",0,""
"s240530",1,"201607"
"s240537",0,""
"s240546",1,"201611"
"s240549",0,""
"s240550",0,""
"s240554",0,""
"s240557",0,""
"s24056",0,""
"s240560",0,""
"s240564",0,""
"s240569",0,""
"s24057",0,""
"s240570",0,""
"s240571",0,""
"s240573",0,""
"s240574",0,""
"s240579",0,""
"s240582",0,""
"s240583",0,""
"s240586",0,""
"s240598",0,""
"s240600",0,""
"s240602",0,""
"s240606",0,""
"s240610",0,""
"s240615",0,""
"s240616",1,"201607"
"s240622",0,""
"s240631",0,""
"s240643",0,""
"s240648",0,""
"s24065",0,""
"s240651",0,""
"s240654",1,"201701"
"s240671",0,""
"s240673",0,""
"s240677",0,""
"s240678",0,""
"s240684",0,""
"s240688",0,""
"s240694",0,""
"s2407",0,""
"s240702",0,""
"s240704",0,""
"s240705",0,""
"s240712",1,"201707"
"s240716",0,""
"s240718",0,""
"s240719",0,""
"s240721",0,""
"s240722",0,""
"s240723",0,""
"s240724",0,""
"s240725",0,""
"s240727",0,""
"s240730",0,""
"s240731",0,""
"s240733",0,""
"s240734",0,""
"s240742",0,""
"s240745",0,""
"s240750",0,""
"s240753",1,"201612"
"s240755",1,"201607"
"s240760",0,""
"s240766",0,""
"s240769",0,""
"s240770",1,"201707"
"s240775",0,""
"s240778",0,""
"s240787",0,""
"s240789",0,""
"s240793",0,""
"s240799",0,""
"s2408",0,""
"s240800",0,""
"s240808",0,""
"s240813",0,""
"s240829",0,""
"s24083",0,""
"s240838",1,"201603"
"s240839",0,""
"s24084",0,""
"s240844",1,"201707"
"s240845",0,""
"s24085",0,""
"s240850",0,""
"s240867",0,""
"s240869",1,"201612"
"s240873",0,""
"s24088",0,""
"s240883",0,""
"s240887",0,""
"s240899",1,"201607"
"s2409",0,""
"s240901",0,""
"s240905",1,"201612"
"s240906",0,""
"s240907",1,"201607"
"s240909",0,""
"s240918",0,""
"s240929",0,""
"s24093",0,""
"s240934",0,""
"s240939",0,""
"s240945",0,""
"s240948",0,""
"s240952",0,""
"s240953",0,""
"s240958",0,""
"s240961",0,""
"s240967",0,""
"s240968",0,""
"s240969",1,"201702"
"s240970",0,""
"s240975",0,""
"s240984",0,""
"s240989",0,""
"s240993",0,""
"s240994",0,""
"s240997",0,""
"s240999",0,""
"s24100",0,""
"s241000",0,""
"s241001",1,"201602"
"s241004",0,""
"s241010",0,""
"s241013",0,""
"s241020",0,""
"s241025",0,""
"s241031",0,""
"s241033",0,""
"s241034",0,""
"s241035",0,""
"s241038",0,""
"s241040",0,""
"s241042",0,""
"s241043",0,""
"s241048",0,""
"s241052",0,""
"s241055",0,""
"s241063",0,""
"s241065",0,""
"s241069",0,""
"s241072",0,""
"s241073",0,""
"s241074",0,""
"s241075",0,""
"s241080",1,"201605"
"s241083",0,""
"s241087",0,""
"s241092",1,"201706"
"s241096",0,""
"s241097",0,""
"s241099",0,""
"s241104",0,""
"s241110",0,""
"s241114",0,""
"s241116",0,""
"s24112",0,""
"s241120",0,""
"s241123",0,""
"s241124",0,""
"s241127",1,"201601"
"s241137",0,""
"s241141",0,""
"s241146",0,""
"s241155",0,""
"s241160",0,""
"s241166",0,""
"s241170",0,""
"s241172",1,"201607"
"s241174",1,"201607"
"s241176",1,"201606"
"s241178",1,"201607"
"s241180",0,""
"s241183",0,""
"s241188",1,"201607"
"s241189",0,""
"s241195",0,""
"s241196",0,""
"s241197",1,"201610"
"s241201",0,""
"s241203",0,""
"s241204",0,""
"s241207",1,"201612"
"s241217",0,""
"s241218",0,""
"s241220",1,"201607"
"s241224",0,""
"s241228",0,""
"s241231",0,""
"s241232",0,""
"s241237",0,""
"s24124",0,""
"s241246",0,""
"s241248",0,""
"s241251",0,""
"s241252",0,""
"s241257",0,""
"s24126",0,""
"s241264",0,""
"s241265",0,""
"s241274",0,""
"s241277",0,""
"s241279",0,""
"s241283",0,""
"s241284",0,""
"s241291",0,""
"s241301",0,""
"s241305",0,""
"s241306",0,""
"s241308",0,""
"s241312",0,""
"s241313",1,"201608"
"s241314",0,""
"s241315",0,""
"s241327",0,""
"s241329",0,""
"s24133",1,"201607"
"s241330",0,""
"s241333",0,""
"s241334",0,""
"s241335",0,""
"s241342",0,""
"s241345",0,""
"s241358",0,""
"s241359",0,""
"s241363",1,"201608"
"s241365",0,""
"s241384",0,""
"s241387",0,""
"s241389",0,""
"s241390",0,""
"s241396",0,""
"s241397",0,""
"s241399",0,""
"s2414",1,"201607"
"s241400",0,""
"s241402",0,""
"s241407",1,"201602"
"s241414",0,""
"s241416",0,""
"s24142",1,"201611"
"s241420",0,""
"s241426",0,""
"s241428",0,""
"s241445",0,""
"s241448",0,""
"s24145",0,""
"s241450",1,"201612"
"s241453",1,"201607"
"s241454",0,""
"s241459",0,""
"s241466",0,""
"s24147",0,""
"s241482",0,""
"s241487",0,""
"s24149",0,""
"s241490",0,""
