"EID","TYPECODE","LAWDATE","LAWAMOUNT"
"s96637","61123711","2013年01月","105300"
"s96637","61236580","2013年04月","207800"
"s96637","61123900","2013年01月","141700"
"s96637","83561467","2014年06月","3900"
"s96637","96516143","2015年01月","182000"
"s96637","79330134","2014年04月","67500"
"s96637","79557148","2014年01月","3900"
"s96637","61888424","2013年05月","59100"
"s96637","61167864","2013年03月","8200"
"s96637","61664659","2013年05月","1100"
"s96637","73357452","2013年08月","33300"
"s96637","73358186","2013年08月","3400"
"s96637","60001428","2012年12月","35"
"s96637","61123921","2013年01月","63000"
"s96637","62171863","2013年04月","80500"
"s96637","76435818","2014年03月","3700"
"s96637","80111089","2014年03月","3600"
"s96637","67683988","2013年08月","67000"
"s96637","61124163","2013年01月","65500"
"s96637","61123854","2013年01月","137400"
"s96637","62170763","2013年04月","30300"
"s96637","67683968","2013年08月","500"
"s96637","67782122","2013年09月","54000"
"s96637","60276325","2013年01月","2202800"
"s96637","61123809","2013年01月","22300"
"s96637","76435857","2014年03月","1800"
"s96637","73389536","2013年10月","126700"
"s96637","61124193","2013年01月","141300"
"s96637","60254000","2013年01月","4600"
"s96637","60275602","2013年01月","2300"
"s96637","91765280","2014年09月","65100"
"s96637","91805827","2014年10月","111100"
"s96637","91749524","2014年10月","3500"
"s96637","91749540","2014年10月","3500"
"s96637","91749555","2014年10月","113200"
"s96637","97808508","2014年10月","71800"
"s96637","99058592","2015年02月","370800"
"s96637","93537592","2014年12月","64300"
"s96637","101092820","2015年05月","3400"
"s96637","101089438","2015年05月","5400"
"s96637","101089421","2015年05月","3100"
"s96637","101092790","2015年05月","3300"
"s96637","101092816","2015年05月","2700"
"s96637","101092802","2015年05月","11900"
"s96637","101089442","2015年05月","200"
"s96637","101089419","2015年05月","3300"
"s96637","101089403","2015年05月","3800"
"s96637","101092800","2015年05月","33700"
"s96637","101092828","2015年05月","108900"
"s96637","101092808","2015年05月","2500"
"s96637","101092806","2015年05月","3100"
"s96637","102622204","2015年06月","69600"
"s96637","102622182","2015年06月","86900"
"s96637","101089426","2015年05月","171400"
"s96637","101092804","2015年05月","3200"
"s96637","101089401","2015年05月","9100"
"s96637","101089405","2015年05月","111100"
"s96637","101355423","2015年05月","255600"
"s96637","101355431","2015年05月","386800"
"s96637","101355429","2015年05月","187100"
"s96637","101355427","2015年05月","148900"
"s96637","102622212","2015年06月","116800"
"s96637","102622217","2015年06月","72800"
"s96637","102622195","2015年06月","86900"
"s96637","102622235","2015年06月","2700"
"s96637","102622255","2015年06月","42900"
"s96637","105251385","2015年08月","5800"
"s96637","109162166","2015年05月","155300"
"s96637","109162177","2015年05月","1000000"
"s96637","109162257","2015年05月","1771200"
"s96637","109160935","2015年05月","9100"
"s96637","109162081","2015年05月","148900"
"s96637","109161501","2015年05月","7200"
"s96637","109161402","2015年05月","179900"
"s96637","109161466","2015年05月","3100"
"s96637","109162243","2015年05月","724300"
"s96637","109162061","2015年05月","112100"
"s96637","109161486","2015年05月","2500"
"s96637","109161523","2015年05月","2500"
"s96637","109161342","2015年05月","193100"
"s96637","109161367","2015年05月","3300"
"s96637","109161070","2015年05月","2234200"
"s96637","109161088","2015年05月","171400"
"s96637","110083972","2015年05月","86900"
"s96637","109161589","2015年05月","93500"
"s96637","109161640","2015年05月","108900"
"s96637","109161210","2015年05月","114800"
"s96637","111420914","2015年06月","86900"
"s96637","111416994","2015年06月","75300"
"s96637","109161121","2015年05月","102100"
"s96637","109161193","2015年05月","2700"
"s96637","111416959","2015年06月","2700"
"s96637","111416946","2015年06月","3200"
"s96637","111416873","2015年06月","86900"
"s96637","109161056","2015年05月","3100"
"s96637","112457380","2015年06月","38400"
"s96637","112457269","2015年06月","5400"
"s96637","112457172","2015年06月","4600"
"s96637","112456991","2015年06月","4000"
"s96637","112456974","2015年06月","2500"
"s96637","111416951","2015年06月","2900"
"s96637","103033348","2014年12月","1700"
"s96637","83561254","2014年04月","1200"
"s96637","102688468","2015年05月","3800"
"s96637","102300653","2015年06月","6200"
"s96637","102688452","2015年05月","1100"
"s96637","83561623","2014年06月","2900"
"s96637","102688517","2015年05月","3100"
"s96637","102688449","2015年05月","3900"
"s96637","103131581","2015年06月","5000"
"s96637","83561262","2014年04月","1800"
"s96637","102300655","2015年06月","5000"
"s96637","103773855","2015年07月","4100"
"s96637","83561271","2014年04月","6700"
"s96637","102688536","2015年05月","284700"
"s96637","103038419","2015年06月","495900"
"s96637","103131588","2015年06月","4700"
"s96637","83561586","2014年06月","5000"
"s96637","102688498","2015年05月","6000"
"s96637","102688486","2015年05月","3900"
"s96637","102688439","2015年05月","6900"
"s96637","96516131","2015年01月","288300"
"s96637","102688547","2015年05月","45100"
"s96637","103038443","2015年06月","20400"
"s96637","103038372","2015年06月","4300"
"s96637","103773844","2015年07月","3700"
"s96637","101960993","2015年05月","1600"
"s96637","102300614","2015年06月","3500"
"s96637","103038380","2015年06月","2600"
"s96637","101355408","2015年05月","1500"
"s96637","101355410","2015年05月","112100"
"s96637","101355417","2015年05月","536900"
"s96637","101355421","2015年05月","255600"
"s96637","101355405","2015年05月","4300"
"s96637","100385143","2015年04月","3100"
"s96637","100385146","2015年04月","14800"
"s96637","101089408","2015年05月","3300"
"s96637","101089415","2015年05月","9100"
"s96637","101089449","2015年05月","5900"
"s96637","101092792","2015年05月","83600"
"s96637","101092824","2015年05月","91800"
"s96637","61124066","2013年01月","87800"
"s96637","91739295","2014年09月","500"
"s96637","73389513","2013年10月","66700"
"s96637","101092788","2015年05月","3300"
"s96637","109161144","2015年05月","5400"
"s96637","111416903","2015年06月","275800"
"s96637","96516106","2015年01月","216200"
"s96637","73389482","2013年10月","63500"
"s96637","80110853","2014年03月","6200"
"s96637","103038450","2015年06月","3800"
"s96637","60855050","2013年03月","117100"
"s96637","61665176","2013年05月","4000"
"s96637","112457336","2015年06月","4400"
"s96637","72837160","2013年12月","80400"
"s96637","91749531","2014年10月","2500"
"s96637","83561295","2014年04月","115000"
"s96637","79557019","2014年01月","97100"
"s96637","67781980","2013年09月","76400"
"s96637","73359030","2013年09月","227900"
"s96637","111894662","2015年06月","3900"
"s96637","112457528","2015年06月","4500"
"s96637","103773832","2015年07月","2500"
"s96637","60264130","2013年01月","142500"
"s96637","61124496","2013年03月","81100"
"s96637","85073661","2014年08月","100"
"s96637","67683961","2013年08月","170200"
"s96637","73357912","2013年08月","112300"
"s96637","60414869","2013年01月","46000"
"s96637","111416967","2015年06月","85100"
"s96637","109161351","2015年05月","3300"
"s96637","109162105","2015年05月","187100"
"s96637","103038456","2015年06月","1900"
"s96637","60049475","2012年12月","93500"
"s96637","60857788","2013年03月","5400"
"s96637","102622244","2015年06月","85100"
"s96637","80111045","2014年03月","3000"
"s96637","61649844","2013年04月","51800"
"s96637","62171022","2013年04月","128600"
"s96637","73357444","2013年08月","31000"
"s96637","76435782","2014年03月","3200"
"s96637","61650006","2013年04月","3100"
"s96637","61663549","2013年05月","3300"
"s96637","67782020","2013年09月","297900"
"s96637","80305195","2013年12月","94400"
"s96637","93537542","2014年12月","1700"
"s96637","60001328","2012年12月","3500"
"s96637","103038439","2015年06月","173400"
"s96637","85067089","2014年08月","2600"
"s96637","73389507","2013年10月","51600"
"s96637","62171998","2013年04月","76400"
"s96637","67683998","2013年08月","106000"
"s96637","60053638","2013年01月","3300"
"s96637","80110784","2014年03月","12"
"s96637","79557074","2014年01月","148100"
"s96637","60771551","2013年03月","2800"
"s96637","102688480","2015年05月","1600"
"s96637","111416915","2015年06月","116800"
"s96637","112457086","2015年06月","20100"
"s96637","83561276","2014年04月","117900"
"s96637","61993580","2013年06月","79200"
"s96637","60343364","2013年01月","88200"
"s96637","60001399","2012年12月","1010400"
"s96637","73357711","2013年08月","3300"
"s96637","60124209","2012年12月","1800"
"s96637","62172105","2013年04月","107900"
"s96637","61649737","2013年04月","51800"
"s96637","60001851","2012年12月","35"
"s96637","101355412","2015年05月","69600"
"s96637","103773851","2015年07月","27200"
"s96637","61125131","2013年02月","54000"
"s96637","102622214","2015年06月","275800"
"s96637","102688541","2015年05月","3300"
"s96637","102622180","2015年06月","274100"
"s96637","67781966","2013年09月","79400"
"s96637","80111091","2014年03月","43200"
"s96637","109161177","2015年05月","200"
"s96637","102300617","2015年06月","3500"
"s96637","102688505","2015年05月","3700"
"s96637","79557059","2014年01月","37200"
"s96637","76435859","2014年03月","3200"
"s96637","44431724","2012年12月","800"
"s96637","101089432","2015年05月","102100"
"s96637","61124758","2013年02月","141700"
"s96637","79557310","2014年01月","73900"
"s96637","62172449","2013年04月","72800"
"s96637","76435373","2014年03月","35"
"s96637","73357285","2013年07月","56700"
"s96637","80110867","2014年03月","1800"
"s96637","111416940","2015年06月","1800"
"s96637","75026498","2014年01月","1000"
"s96637","61140347","2013年03月","124400"
"s96637","67683897","2013年08月","77600"
"s96637","73389519","2013年10月","95700"
"s96637","109161038","2015年05月","3300"
"s96637","61688592","2013年05月","28900"
"s96637","110602130","2015年08月","36900"
"s96637","61124106","2013年01月","84500"
"s96637","112457390","2015年06月","4400"
"s96637","101089446","2015年05月","114800"
"s96637","83561588","2014年06月","75500"
"s96637","73389485","2013年10月","71900"
"s96637","73360144","2013年10月","7400"
"s96637","79557313","2014年01月","113800"
"s96637","60131872","2013年01月","111000"
"s96637","73389469","2013年10月","246000"
"s96637","60001218","2012年12月","25"
"s96637","61125107","2013年02月","52900"
"s96637","67683871","2013年08月","130500"
"s96637","102688510","2015年05月","4500"
"s96637","67782001","2013年09月","76700"
"s96637","102300651","2015年06月","2400"
"s96637","79557318","2014年01月","34500"
"s96637","85067123","2014年08月","3400"
"s96637","73357460","2013年08月","5400"
"s96637","61759470","2013年05月","44100"
"s96637","112457410","2015年06月","9800"
"s96637","61664940","2013年05月","3200"
"s96637","109161099","2015年05月","9800"
"s96637","103773842","2015年07月","4900"
"s96637","103038532","2015年06月","5000"
"s96637","72837170","2013年12月","70700"
"s96637","79557006","2014年01月","158900"
"s96637","85048902","2014年07月","213100"
"s96637","61124798","2013年02月","90900"
"s96637","112457102","2015年06月","3800"
"s96637","73360142","2013年10月","0"
"s96637","61991952","2013年06月","147400"
"s96637","61759315","2013年05月","11400"
"s96637","61124556","2013年03月","141700"
"s96637","80085578","2014年02月","90100"
"s96637","83561457","2014年06月","3300"
"s96637","79557025","2014年01月","92600"
"s96637","60264240","2013年01月","42700"
"s96637","67683981","2013年08月","82500"
"s96637","80081405","2014年02月","31500"
"s96637","80110838","2014年03月","6400"
"s96637","80305366","2013年12月","80300"
"s96637","67683950","2013年08月","116100"
"s96637","109161552","2015年05月","32400"
"s96637","73356439","2013年07月","3200"
"s96637","103773859","2015年07月","4700"
"s96637","103621790","2015年06月","0"
"s96637","44275919","2012年10月","120300"
"s96637","111416944","2015年06月","5800"
"s96637","101092818","2015年05月","32400"
"s96637","67782100","2013年09月","30000"
"s96637","103038408","2015年06月","900"
"s96637","72837163","2013年12月","1400"
"s96637","108892364","2015年07月","492700"
"s96637","103882945","2015年07月","3500"
"s96637","108892379","2015年07月","4700"
"s96637","108892371","2015年07月","3700"
"s96637","108892345","2015年07月","13000"
"s96637","108892333","2015年07月","3600"
"s96637","108892343","2015年07月","25"
"s96637","108892362","2015年07月","3700"
"s96637","108892353","2015年07月","3500"
"s96637","67782131","2013年09月","63700"
"s96637","103038341","2015年06月","1500"
"s96637","103038394","2015年06月","800"
"s96637","102622224","2015年06月","5800"
"s96637","61992991","2013年06月","61900"
"s96637","83561462","2014年06月","62800"
"s96637","73389510","2013年10月","90900"
"s96637","44275183","2012年10月","108800"
"s96637","80111839","2014年04月","370900"
"s96637","67782031","2013年09月","86400"
"s96637","60124796","2013年01月","2300"
"s96637","61124036","2013年01月","119600"
"s96637","79557077","2014年01月","80200"
"s96637","102688458","2015年05月","1200"
"s96637","67782014","2013年09月","151400"
"s96637","67781998","2013年09月","59800"
"s96637","83561454","2014年06月","53000"
"s96637","73357707","2013年08月","3300"
"s96637","79557327","2014年01月","75500"
"s96637","60053443","2013年01月","93400"
"s96637","103038365","2015年06月","2700"
"s96637","102622188","2015年06月","86900"
"s96637","60343118","2013年01月","60100"
"s96637","79557135","2014年01月","140900"
"s96637","80085582","2014年02月","78500"
"s96637","73356422","2013年07月","49100"
"s96637","83561626","2014年06月","8600"
"s96637","101355419","2015年05月","86900"
"s96637","102622263","2015年06月","75300"
"s96637","73389461","2013年10月","70500"
"s96637","112457323","2015年06月","4000"
"s96637","91805840","2014年10月","80100"
"s96637","73357474","2013年08月","3300"
"s96637","103773830","2015年07月","48000"
"s96637","73358031","2013年08月","4900"
"s96637","44275416","2012年10月","61600"
"s96637","67683847","2013年08月","92700"
"s96637","44278651","2012年10月","108800"
"s96637","67683852","2013年08月","71900"
"s96637","73357698","2013年08月","334100"
"s96637","80112126","2014年04月","303800"
"s96637","79557124","2014年01月","115800"
"s96637","61125082","2013年02月","149100"
"s96637","101355442","2015年05月","1771200"
"s96637","60661256","2013年02月","5400"
"s96637","62172273","2013年04月","72800"
"s96637","44431924","2012年12月","1300"
"s96637","67782006","2013年09月","96500"
"s96637","111416881","2015年06月","86900"
"s96637","110083962","2015年05月","69600"
"s96637","44473192","2012年11月","82700"
"s96637","73389465","2013年10月","64600"
"s96637","73389528","2013年10月","70700"
"s96637","67683906","2013年08月","140100"
"s96637","61124222","2013年01月","92700"
"s96637","61650476","2013年04月","3100"
"s96637","83561264","2014年04月","115000"
"s96637","61124604","2013年03月","74600"
"s96637","101355414","2015年05月","189700"
"s96637","110635864","2015年08月","5800"
"s96637","101961017","2015年05月","37800"
"s96637","61758173","2013年05月","61800"
"s96637","101961022","2015年05月","65900"
"s96637","61123689","2013年01月","70700"
"s96637","67781956","2013年09月","84200"
"s96637","60124487","2013年01月","2800"
"s96637","101961019","2015年05月","6400"
"s96637","60264325","2013年01月","3600"
"s96637","101092786","2015年05月","193100"
"s96637","101092814","2015年05月","2500"
"s96637","91830082","2014年10月","4900"
"s96637","109162216","2015年05月","164400"
"s96637","111894649","2015年06月","4700"
"s96637","101355425","2015年05月","112100"
"s96637","61649383","2013年04月","107100"
"s96637","80306128","2013年12月","500"
"s96637","101092798","2015年05月","179900"
"s96637","79557045","2014年01月","177300"
"s96637","103882947","2015年07月","35"
"s96637","79556993","2014年01月","165500"
"s96637","103038484","2015年06月","123000"
"s96637","79556974","2014年01月","67300"
"s96637","79638248","2014年03月","11"
"s96637","79557058","2014年01月","163300"
"s96637","101355433","2015年05月","155300"
"s96637","101089428","2015年05月","9800"
"s96637","60001181","2012年12月","2400"
"s96637","67781989","2013年09月","147000"
"s96637","85067121","2014年08月","2600"
"s96637","67782022","2013年09月","304000"
"s96637","73389501","2013年10月","59600"
"s96637","60331885","2013年01月","88200"
"s96637","61124471","2013年03月","153900"
"s96637","73389521","2013年10月","68900"
"s96637","79557322","2014年01月","76400"
"s96637","61123952","2013年01月","60100"
"s96637","67683970","2013年08月","82900"
"s96637","83561448","2014年06月","57900"
"s96637","102688543","2015年05月","36600"
"s96637","60001204","2012年12月","5900"
"s96637","102622250","2015年06月","900"
"s96637","73358390","2013年08月","3200"
"s96637","44431507","2012年12月","700"
"s96637","103773861","2015年07月","149700"
"s96637","80305186","2013年12月","184300"
"s96637","61124516","2013年03月","50800"
"s96637","73356434","2013年07月","50900"
"s96637","61125153","2013年02月","38700"
"s96637","62171268","2013年04月","82500"
"s96637","73360597","2013年10月","2300"
"s96637","60001187","2012年12月","1800"
"s96637","91749477","2014年10月","304500"
"s96637","73359205","2013年09月","3100"
"s96637","60264472","2013年01月","2300"
"s96637","72837167","2013年12月","137400"
"s96637","91739293","2014年09月","500"
"s96637","109161392","2015年05月","3300"
"s96637","83561470","2014年06月","3600"
"s96637","101355435","2015年05月","1000000"
"s96637","67782024","2013年09月","116400"
"s96637","62171525","2013年04月","67100"
"s96637","79557041","2014年01月","75400"
"s96637","73356675","2013年07月","0"
"s96637","61649678","2013年04月","5400"
"s96637","73358387","2013年08月","21800"
"s96637","73389516","2013年10月","160300"
"s96637","85073664","2014年08月","37500"
"s96637","72837174","2013年12月","74600"
"s96637","80146816","2014年05月","178300"
"s96637","61650732","2013年04月","100900"
"s96637","80111276","2014年03月","3200"
"s96637","76435846","2014年03月","6200"
"s96637","112457120","2015年06月","4900"
"s96637","61124580","2013年03月","101500"
"s96637","60001349","2012年12月","6400"
"s96637","61645340","2013年04月","66400"
"s96637","61125172","2013年02月","41300"
"s96637","96516129","2015年01月","459600"
"s96637","79557007","2014年01月","165500"
"s96637","111894727","2015年06月","4900"
"s96637","112457450","2015年06月","38400"
"s96637","61665443","2013年05月","7000"
"s96637","105251387","2015年08月","36900"
"s96637","103038470","2015年06月","4500"
"s96637","101355439","2015年05月","724300"
"s96637","109161623","2015年05月","3300"
"s96637","91765289","2014年09月","55400"
"s96637","73360770","2013年10月","0"
"s96637","61369868","2013年04月","40500"
"s96637","112457058","2015年06月","2500"
"s96637","103033390","2014年12月","64300"
"s96637","73389531","2013年10月","53800"
"s96637","60001285","2012年12月","6400"
"s96637","109162129","2015年05月","386800"
"s96637","101355403","2015年05月","86900"
"s96637","109161110","2015年05月","5400"
"s96637","61124135","2013年01月","76400"
"s96637","111416927","2015年06月","72800"
"s96637","62171407","2013年04月","172100"
"s96637","67782079","2013年09月","138700"
"s96637","60254125","2013年01月","20300"
"s96637","61863943","2013年05月","2149700"
"s96637","75025986","2013年12月","500"
"s96637","79557054","2014年01月","136300"
"s96637","60001257","2012年12月","6700"
"s96637","80111049","2014年03月","14700"
"s96637","67781976","2013年09月","93900"
"s96637","103038432","2015年06月","511600"
"s96637","75026494","2014年01月","900"
"s96637","109161533","2015年05月","2700"
"s96637","73389504","2013年10月","166800"
"s96637","76435632","2014年03月","11"
"s96637","103773838","2015年07月","5300"
"s96637","62170590","2013年04月","63400"
"s96637","60049641","2012年12月","69800"
"s96637","73375706","2013年08月","186800"
"s96637","61888955","2013年05月","3600"
"s96637","111416898","2015年06月","69600"
"s96637","102622258","2015年06月","2700"
"s96637","101092794","2015年05月","3300"
"s96637","73359436","2013年09月","134800"
"s96637","61124012","2013年01月","39200"
"s96637","109161445","2015年05月","3200"
"s96637","67683992","2013年08月","143900"
"s96637","109161157","2015年05月","6400"
"s96637","67683883","2013年08月","37900"
"s96637","80306380","2014年01月","900"
"s96637","67683909","2013年08月","75700"
"s96637","73389498","2013年10月","111100"
"s96637","73356678","2013年07月","0"
"s96637","79557080","2014年01月","121700"
"s96637","79557068","2014年01月","126700"
"s96637","112457211","2015年06月","6500"
"s96637","101089411","2015年05月","17700"
"s96637","80306131","2013年12月","500"
"s96637","76435779","2014年03月","6400"
"s96637","109161010","2015年05月","17700"
"s96637","111416984","2015年06月","42900"
"s96637","73389539","2013年10月","88800"
"s96637","80110845","2014年03月","3700"
"s96637","67782011","2013年09月","105400"
"s96637","61864334","2013年05月","1379600"
"s96637","91749517","2014年10月","7600"
"s96637","61845939","2013年05月","44000"
"s96637","61124791","2013年02月","140700"
"s96637","62171720","2013年04月","75000"
"s96637","103773853","2015年07月","102900"
"s96637","109161413","2015年05月","33700"
"s96637","102622233","2015年06月","2900"
"s96637","91723235","2014年09月","72800"
"s96637","102622231","2015年06月","3200"
"s96637","101092822","2015年05月","93500"
"s96637","73358379","2013年08月","3300"
"s96637","73360599","2013年10月","2400"
"s96637","67782028","2013年09月","76500"
"s96637","73357470","2013年08月","115300"
"s96637","79557289","2014年01月","57000"
"s96637","61125179","2013年02月","82700"
"s96637","101089440","2015年05月","6400"
"s96637","67781960","2013年09月","66000"
"s96637","99058403","2015年02月","165000"
"s96637","106518850","2015年08月","236300"
"s96637","101089444","2015年05月","2700"
"s96637","101092812","2015年05月","7200"
"s96637","101355444","2015年05月","541300"
"s96637","101355437","2015年05月","164400"
"s96637","61124781","2013年02月","83800"
"s96637","101089435","2015年05月","5400"
"s96637","101089430","2015年05月","5400"
"s96637","83561222","2014年03月","12"
"s96637","61992715","2013年06月","166200"
"s96637","101092826","2015年05月","3300"
"s96637","101089423","2015年05月","2234200"
"s96637","76435774","2014年03月","3200"
"s96637","60000084","2012年12月","43200"
"s96637","61864113","2013年05月","1325300"
"s96637","67683834","2013年08月","89200"
"s96637","102622219","2015年06月","1800"
"s96637","75069520","2014年02月","63700"
"s96637","75069534","2014年02月","70500"
"s96637","75069516","2014年02月","78500"
"s96637","75069531","2014年02月","130500"
"s96637","75069513","2014年02月","90100"
"s96637","91805403","2014年10月","88200"
"s96637","91805390","2014年10月","88200"
"s96637","44290767","2012年10月","107600"
"s96637","44284937","2012年10月","79100"
"s96637","44279146","2012年10月","84800"
"s96637","44285680","2012年10月","111800"
"s96637","44284598","2012年10月","79100"
"s96637","44285435","2012年10月","108800"
"s96637","60001464","2012年12月","35"
"s96637","61124088","2013年01月","76700"
"s96637","44286426","2012年10月","107300"
"s96637","67908407","2013年06月","1024400"
"s96637","67908411","2013年06月","1055500"
"s96637","74996868","2014年01月","158900"
"s96637","74996872","2014年01月","137500"
"s96637","74996877","2014年01月","97100"
"s96637","74996891","2014年01月","92600"
"s96637","74996908","2014年01月","77600"
"s96637","74996916","2014年01月","136300"
"s96637","74996935","2014年01月","140000"
"s96637","74996948","2014年01月","126200"
"s96637","74996953","2014年01月","148100"
"s96637","74996961","2014年01月","121700"
"s96637","74997069","2014年01月","112600"
"s96637","74997099","2014年01月","3900"
"s96637","74996847","2014年01月","165500"
"s96637","74996863","2014年01月","165500"
"s96637","74996883","2014年01月","205400"
"s96637","74996896","2014年01月","37200"
"s96637","74996899","2014年01月","77000"
"s96637","74996909","2014年01月","75400"
"s96637","74996943","2014年01月","126700"
"s96637","74996956","2014年01月","80200"
"s96637","74996827","2014年01月","84100"
"s96637","74996832","2014年01月","160700"
"s96637","74996837","2014年01月","64700"
"s96637","74996840","2014年01月","176500"
"s96637","74996854","2014年01月","153500"
"s96637","74996860","2014年01月","138700"
"s96637","74998371","2014年01月","177300"
"s96637","74998538","2014年01月","164300"
"s96637","74998584","2014年01月","125700"
"s96637","74998591","2014年01月","180400"
"s96637","74998609","2014年01月","140900"
"s96637","74998187","2014年01月","67300"
"s96637","74997436","2014年01月","57800"
"s96637","74997458","2014年01月","77200"
"s96637","74997489","2014年01月","113800"
"s96637","74997517","2014年01月","76400"
"s96637","74997524","2014年01月","34500"
"s96637","74998481","2014年01月","37200"
"s96637","74998487","2014年01月","163300"
"s96637","74997052","2014年01月","71900"
"s96637","74997065","2014年01月","115800"
"s96637","74997090","2014年01月","90200"
"s96637","74997097","2014年01月","82500"
"s96637","74997456","2014年01月","57000"
"s96637","74997493","2014年01月","73900"
"s96637","74997537","2014年01月","75500"
"s96637","111894893","2015年06月","38400"
"s96637","111894617","2015年06月","2500"
"s96637","111894641","2015年06月","4000"
"s96637","111894674","2015年06月","2500"
"s96637","111894701","2015年06月","3800"
"s96637","111894713","2015年06月","4900"
"s96637","111894754","2015年06月","6500"
"s96637","111894800","2015年06月","5400"
"s96637","111894810","2015年06月","6400"
"s96637","111894860","2015年06月","38400"
"s96637","111894870","2015年06月","4400"
"s96637","111894884","2015年06月","9800"
"s96637","111894818","2015年06月","4000"
"s96637","111894842","2015年06月","4400"
"s96637","111894687","2015年06月","20100"
"s96637","111894736","2015年06月","4600"
"s96637","80146806","2014年05月","84300"
"s96637","80146809","2014年05月","72800"
"s96637","73389550","2013年10月","49400"
"s96637","67781991","2013年09月","9300"
"s96637","61123833","2013年01月","9300"
"s96637","61863736","2013年05月","615600"
"s96637","80146813","2014年05月","51000"
"s96637","73389495","2013年10月","168000"
"s96637","80110869","2014年03月","3200"
"s96637","79557071","2014年01月","126200"
"s96637","79556980","2014年01月","64700"
"s96637","79557002","2014年01月","138700"
"s96637","79557022","2014年01月","205400"
"s96637","79557296","2014年01月","77200"
"s96637","79557030","2014年01月","37200"
"s96637","79557143","2014年01月","82500"
"s96637","73358182","2013年08月","28700"
"s136663","102935979","2015年06月","0"
"s133163","105248806","2015年01月","567800"
"s450445","93542247","2014年12月","15600"
"s450445","93542245","2014年12月","23700"
"s450445","85070753","2014年08月","250400"
"s23169","74128082","2013年08月","104100"
"s23169","84439325","2013年08月","104100"
"s254742","62110424","2013年05月","70800"
"s421881","99047424","2014年12月","0"
"s421881","80060481","2014年01月","269200"
"s496454","61274133","2013年04月","9500"
"s443502","104639540","2015年07月","907200"
"s113571","103842872","2015年04月","9500"
"s113571","105270117","2015年07月","0"
"s113571","104916477","2015年07月","0"
"s113571","104526482","2015年07月","0"
"s113571","85054541","2014年07月","21700"
"s113571","99084176","2015年03月","14200"
"s314737","91786071","2014年08月","3900"
"s314737","85061335","2014年08月","3900"
"s356880","85061090","2014年07月","34100"
"s412902","108986200","2015年07月","5300"
"s412902","104600036","2015年07月","5300"
"s129335","76444819","2014年03月","236500"
"s129335","101737546","2015年05月","13000"
"s129335","100870623","2015年05月","13000"
"s129335","85041492","2014年03月","236500"
"s129335","97800355","2014年03月","236500"
"s201171","87369182","2014年08月","27400"
"s201171","91712478","2014年08月","27400"
"s273050","109015736","2015年01月","33200"
"s115654","96516589","2015年01月","1528400"
"s420974","42534759","2012年09月","6009200"
"s317741","101117492","2015年05月","4600"
"s243831","97741597","2015年03月","180700"
"s243831","104005790","2015年07月","702500"
"s504626","101303965","2015年05月","13000"
"s504626","109151870","2015年05月","61500"
"s504626","101169875","2015年05月","16600"
"s504626","60722894","2013年02月","12900"
"s504626","101169992","2015年05月","61500"
"s504626","101117700","2015年05月","13000"
"s292908","68741337","2013年08月","12300"
"s292908","81303959","2013年08月","12300"
"s395060","110509582","2015年08月","13300"
"s395060","106925926","2015年08月","13300"
"s343194","108832381","2015年04月","2400"
"s343194","101735123","2015年04月","2400"
"s343194","100385795","2015年04月","2400"
"s437955","96513007","2014年12月","25000"
"s437955","73330093","2013年07月","110400"
"s453422","97795496","2014年06月","177200"
"s393870","67682918","2013年08月","3400"
"s393870","44355044","2012年11月","37000"
"s393870","91700425","2014年08月","14400"
"s393870","85053685","2014年07月","1900"
"s393870","86801145","2014年08月","14400"
"s269690","76435827","2014年03月","350000"
"s132622","66085280","2013年05月","40700"
"s503704","76427081","2013年12月","59300"
"s68822","88661524","2014年11月","114200"
"s68822","83489381","2014年07月","365000"
"s68822","91878222","2014年07月","365000"
"s100870","73334341","2013年10月","151500"
"s481918","110343143","2015年07月","200000"
"s481918","91743070","2014年09月","258900"
"s481918","104417161","2015年07月","204300"
"s481918","87812938","2014年09月","258900"
"s135595","87375217","2014年06月","39200"
"s135595","95802491","2015年01月","356600"
"s135595","85048184","2014年05月","0"
"s135595","91727000","2014年06月","39200"
"s419758","97774475","2014年04月","137800"
"s419758","96522172","2015年01月","1437100"
"s419758","79311106","2014年04月","137800"
"s491728","97941387","2014年12月","87200"
"s355132","98061062","2015年03月","6000"
"s47721","99034654","2014年12月","33400"
"s47721","101819814","2015年05月","178100"
"s353709","101682695","2015年01月","164700"
"s353709","76446758","2014年03月","100"
"s269016","92404344","2014年03月","388500"
"s269016","76438796","2014年03月","388500"
"s269016","79628721","2014年03月","388500"
"s473264","97803513","2013年12月","260000"
"s473264","85042865","2013年12月","260000"
"s473264","75023020","2013年12月","260000"
"s242514","102621073","2015年04月","5000"
"s242514","100384756","2015年04月","5000"
"s242514","103024988","2015年04月","5000"
"s305577","91873990","2014年09月","1980900"
"s305577","100872239","2015年05月","1028200"
"s305577","87370878","2014年09月","1980900"
"s305577","99055894","2015年02月","3748800"
"s353754","97769998","2014年10月","0"
"s353754","93697246","2014年12月","0"
"s353754","92716052","2014年10月","0"
"s353754","92716060","2014年10月","0"
"s353754","92716025","2014年10月","0"
"s353754","61683836","2013年04月","121400"
"s353754","97769995","2014年10月","0"
"s16629","61341111","2013年04月","49000"
"s81427","91922629","2014年09月","37700"
